idx,condition_dataset_name,condition_query_name,condition_temp,condition_topp,parameter_value
46,cc,econ,0.4,0.2,3.1822742802956205
47,cc,econ,0.4,0.3,3.1822742802956205
48,cc,econ,0.4,0.4,3.1822742802956205
49,cc,econ,0.4,0.5,3.1822742802956205
50,cc,econ,0.4,0.6,3.1822742802956205
51,cc,econ,0.4,0.7,3.1262727484474513
52,cc,econ,0.4,0.8,3.070372228417016
53,cc,econ,0.4,0.8,3.070372228417016
54,cc,econ,0.4,1.0,3.070372228417016
55,cc,econ,0.5,0.01,3.1822742802956205
56,cc,econ,0.5,0.1,3.1822742802956205
57,cc,econ,0.5,0.2,3.1822742802956205
58,cc,econ,0.5,0.3,3.1822742802956205
59,cc,econ,0.5,0.4,3.1822742802956205
60,cc,econ,0.5,0.5,3.1822742802956205
61,cc,econ,0.5,0.6,3.1262727484474513
62,cc,econ,0.5,0.7,3.1822742802956205
63,cc,econ,0.5,0.8,2.986604251334
64,cc,econ,0.5,0.8,2.986604251334
65,cc,econ,0.5,1.0,3.028436692571174
66,cc,econ,0.6,0.01,3.1822742802956205
67,cc,econ,0.6,0.1,3.1822742802956205
68,cc,econ,0.6,0.2,3.1822742802956205
69,cc,econ,0.6,0.3,3.1822742802956205
70,cc,econ,0.6,0.4,3.1822742802956205
71,cc,econ,0.6,0.5,3.1822742802956205
72,cc,econ,0.6,0.6,3.1822742802956205
73,cc,econ,0.6,0.7,3.047532115525633
74,cc,econ,0.6,0.8,2.8169292759208195
75,cc,econ,0.6,0.8,2.8169292759208195
76,cc,econ,0.6,1.0,2.7051379657963563
77,cc,econ,0.7,0.01,3.1822742802956205
78,cc,econ,0.7,0.1,3.1822742802956205
79,cc,econ,0.7,0.2,3.1822742802956205
80,cc,econ,0.7,0.3,3.1822742802956205
81,cc,econ,0.7,0.4,3.1822742802956205
82,cc,econ,0.7,0.5,3.1822742802956205
83,cc,econ,0.7,0.6,3.1822742802956205
84,cc,econ,0.7,0.7,3.1262727484474513
85,cc,econ,0.7,0.8,2.7329342652873163
86,cc,econ,0.7,0.8,2.7329342652873163
87,cc,econ,0.7,1.0,2.529131559680291
88,cc,econ,0.8,0.01,3.1822742802956205
89,cc,econ,0.8,0.1,3.1822742802956205
90,cc,econ,0.8,0.2,3.1822742802956205
91,cc,econ,0.8,0.3,3.1822742802956205
92,cc,econ,0.8,0.4,3.1822742802956205
93,cc,econ,0.8,0.5,3.1822742802956205
94,cc,econ,0.8,0.6,3.1262727484474513
95,cc,econ,0.8,0.7,2.9553067622024445
96,cc,econ,0.8,0.8,2.468453091355608
97,cc,econ,0.8,0.8,2.468453091355608
98,cc,econ,0.8,1.0,2.286260104698638
99,cc,econ,0.8,0.01,3.1822742802956205
100,cc,econ,0.8,0.1,3.1822742802956205
101,cc,econ,0.8,0.2,3.1822742802956205
102,cc,econ,0.8,0.3,3.1822742802956205
103,cc,econ,0.8,0.4,3.1822742802956205
104,cc,econ,0.8,0.5,3.1822742802956205
105,cc,econ,0.8,0.6,3.1262727484474513
106,cc,econ,0.8,0.7,2.9553067622024445
107,cc,econ,0.8,0.8,2.468453091355608
108,cc,econ,0.8,0.8,2.468453091355608
109,cc,econ,0.8,1.0,2.286260104698638
110,cc,econ,1.0,0.01,3.1822742802956205
111,cc,econ,1.0,0.1,3.1822742802956205
112,cc,econ,1.0,0.2,3.1822742802956205
113,cc,econ,1.0,0.3,3.1822742802956205
114,cc,econ,1.0,0.4,3.1822742802956205
115,cc,econ,1.0,0.5,3.1822742802956205
116,cc,econ,1.0,0.6,3.1262727484474513
117,cc,econ,1.0,0.7,2.682321184342695
118,cc,econ,1.0,0.8,2.439042513569402
119,cc,econ,1.0,0.8,2.439042513569402
120,cc,econ,1.0,1.0,1.7970398515423158
121,cc,econ,1.1,0.01,3.1822742802956205
122,cc,econ,1.1,0.1,3.1822742802956205
123,cc,econ,1.1,0.2,3.1822742802956205
124,cc,econ,1.1,0.3,3.1822742802956205
125,cc,econ,1.1,0.4,3.1822742802956205
126,cc,econ,1.1,0.5,3.1822742802956205
127,cc,econ,1.1,0.6,3.1822742802956205
128,cc,econ,1.1,0.7,2.7108808004578604
129,cc,econ,1.1,0.8,2.4222811085434746
130,cc,econ,1.1,0.8,2.4222811085434746
131,cc,econ,1.1,1.0,1.5416234981517924
132,cc,econ,1.2,0.01,3.1822742802956205
133,cc,econ,1.2,0.1,3.1822742802956205
134,cc,econ,1.2,0.2,3.1822742802956205
135,cc,econ,1.2,0.3,3.1822742802956205
136,cc,econ,1.2,0.4,3.1822742802956205
137,cc,econ,1.2,0.5,3.1822742802956205
138,cc,econ,1.2,0.6,3.1822742802956205
139,cc,econ,1.2,0.7,2.6725779261711504
140,cc,econ,1.2,0.8,2.2475075740583446
141,cc,econ,1.2,0.8,2.2475075740583446
142,cc,econ,1.2,1.0,1.2558320287006863
143,cc,econ,1.3,0.01,3.1822742802956205
144,cc,econ,1.3,0.1,3.1822742802956205
145,cc,econ,1.3,0.2,3.1822742802956205
146,cc,econ,1.3,0.3,3.1822742802956205
147,cc,econ,1.3,0.4,3.1822742802956205
148,cc,econ,1.3,0.5,3.1822742802956205
149,cc,econ,1.3,0.6,3.1822742802956205
150,cc,econ,1.3,0.7,2.7426044075368345
151,cc,econ,1.3,0.8,2.1716586671663682
152,cc,econ,1.3,0.8,2.1716586671663682
153,cc,econ,1.3,1.0,0.8653495896880501
154,cc,econ,1.4,0.01,3.1822742802956205
155,cc,econ,1.4,0.1,3.1822742802956205
156,cc,econ,1.4,0.2,3.1822742802956205
157,cc,econ,1.4,0.3,3.1822742802956205
158,cc,econ,1.4,0.4,3.1822742802956205
159,cc,econ,1.4,0.5,3.1822742802956205
160,cc,econ,1.4,0.6,3.1822742802956205
161,cc,econ,1.4,0.7,2.7426044075368345
162,cc,econ,1.4,0.8,2.1539508520962016
163,cc,econ,1.4,0.8,2.1539508520962016
164,cc,econ,1.4,1.0,0.7456420859253892
165,cc,econ,1.5,0.01,3.1822742802956205
166,cc,econ,1.5,0.1,3.1822742802956205
167,cc,econ,1.5,0.2,3.1822742802956205
168,cc,econ,1.5,0.3,3.1822742802956205
169,cc,econ,1.5,0.4,3.1822742802956205
170,cc,econ,1.5,0.5,3.1822742802956205
171,cc,econ,1.5,0.6,2.9837590410526342
172,cc,econ,1.5,0.7,2.4943971339188917
173,cc,econ,1.5,0.8,2.176288388165504
174,cc,econ,1.5,0.8,2.176288388165504
175,cc,econ,1.5,1.0,0.4069058946728794
176,cc,econ,1.6,0.01,3.1822742802956205
177,cc,econ,1.6,0.1,3.1822742802956205
178,cc,econ,1.6,0.2,3.1822742802956205
179,cc,econ,1.6,0.3,3.1822742802956205
180,cc,econ,1.6,0.4,3.1822742802956205
181,cc,econ,1.6,0.5,3.1822742802956205
182,cc,econ,1.6,0.6,3.1822742802956205
183,cc,econ,1.6,0.7,2.516234312606802
184,cc,econ,1.6,0.8,2.2078214878930327
185,cc,econ,1.6,0.8,2.2078214878930327
186,cc,econ,1.6,1.0,0.49502904615306687
187,cc,econ,1.7,0.01,3.1822742802956205
188,cc,econ,1.7,0.1,3.1822742802956205
189,cc,econ,1.7,0.2,3.1822742802956205
190,cc,econ,1.7,0.3,3.1822742802956205
191,cc,econ,1.7,0.4,3.1822742802956205
192,cc,econ,1.7,0.5,3.1822742802956205
193,cc,econ,1.7,0.6,2.9553067622024445
194,cc,econ,1.7,0.7,2.436241627447065
195,cc,econ,1.7,0.8,2.0580976141246987
196,cc,econ,1.7,0.8,2.0580976141246987
197,cc,econ,1.7,1.0,0.2241017666307834
198,cc,econ,1.8,0.01,3.1822742802956205
199,cc,econ,1.8,0.1,3.1822742802956205
200,cc,econ,1.8,0.2,3.1822742802956205
201,cc,econ,1.8,0.3,3.1822742802956205
202,cc,econ,1.8,0.4,3.1822742802956205
203,cc,econ,1.8,0.5,3.1822742802956205
204,cc,econ,1.8,0.6,3.1822742802956205
205,cc,econ,1.8,0.7,2.516234312606802
206,cc,econ,1.8,0.8,1.9862169816896051
207,cc,econ,1.8,0.8,1.9862169816896051
208,cc,econ,1.8,1.0,0.12542643370135398
209,cc,econ,1.9,0.01,3.1822742802956205
210,cc,econ,1.9,0.1,3.1822742802956205
211,cc,econ,1.9,0.2,3.1822742802956205
212,cc,econ,1.9,0.3,3.1822742802956205
213,cc,econ,1.9,0.4,3.1822742802956205
214,cc,econ,1.9,0.5,3.1822742802956205
215,cc,econ,1.9,0.6,3.1262727484474513
216,cc,econ,1.9,0.7,2.3596868056996247
217,cc,econ,1.9,0.8,2.0296538588794926
218,cc,econ,1.9,0.8,2.0296538588794926
219,cc,econ,1.9,1.0,0.16795509162782274
220,cc,econ,2.0,0.01,3.1822742802956205
221,cc,econ,2.0,0.1,3.1822742802956205
222,cc,econ,2.0,0.2,3.1822742802956205
223,cc,econ,2.0,0.3,3.1822742802956205
224,cc,econ,2.0,0.4,3.1822742802956205
225,cc,econ,2.0,0.5,3.1822742802956205
226,cc,econ,2.0,0.6,2.8571913123493005
227,cc,econ,2.0,0.7,2.56317362437131
228,cc,econ,2.0,0.8,2.04041703280852
229,cc,econ,2.0,0.8,2.04041703280852
230,cc,econ,2.0,1.0,0.04637813401909474
231,cc,sex,0.0,0.01,3.376598817013691
232,cc,sex,0.0,0.1,3.376598817013691
233,cc,sex,0.0,0.2,3.376598817013691
234,cc,sex,0.0,0.3,3.376598817013691
235,cc,sex,0.0,0.4,3.376598817013691
236,cc,sex,0.0,0.5,3.376598817013691
237,cc,sex,0.0,0.6,3.376598817013691
238,cc,sex,0.0,0.7,3.376598817013691
239,cc,sex,0.0,0.8,3.376598817013691
240,cc,sex,0.0,0.8,3.376598817013691
241,cc,sex,0.0,1.0,3.376598817013691
242,cc,sex,0.1,0.01,3.376598817013691
243,cc,sex,0.1,0.1,3.376598817013691
244,cc,sex,0.1,0.2,3.376598817013691
245,cc,sex,0.1,0.3,3.376598817013691
246,cc,sex,0.1,0.4,3.376598817013691
247,cc,sex,0.1,0.5,3.376598817013691
248,cc,sex,0.1,0.6,3.376598817013691
249,cc,sex,0.1,0.7,3.3205972851655217
250,cc,sex,0.1,0.8,3.376598817013691
251,cc,sex,0.1,0.8,3.376598817013691
252,cc,sex,0.1,1.0,3.376598817013691
253,cc,sex,0.2,0.01,3.376598817013691
254,cc,sex,0.2,0.1,3.376598817013691
255,cc,sex,0.2,0.2,3.376598817013691
256,cc,sex,0.2,0.3,3.376598817013691
257,cc,sex,0.2,0.4,3.1780835777707046
258,cc,sex,0.2,0.5,3.074060999124184
259,cc,sex,0.2,0.6,3.278559706733516
260,cc,sex,0.2,0.7,3.2418566522437033
261,cc,sex,0.2,0.8,3.2418566522437033
262,cc,sex,0.2,0.8,3.2418566522437033
263,cc,sex,0.2,1.0,3.1780835777707046
264,cc,sex,0.3,0.01,3.376598817013691
265,cc,sex,0.3,0.1,3.376598817013691
266,cc,sex,0.3,0.2,3.376598817013691
267,cc,sex,0.3,0.3,3.376598817013691
268,cc,sex,0.3,0.4,3.030083485765034
269,cc,sex,0.3,0.5,2.9356107308531443
270,cc,sex,0.3,0.6,2.9876126676095973
271,cc,sex,0.3,0.7,2.8949885681815246
272,cc,sex,0.3,0.8,2.964065222248326
273,cc,sex,0.3,0.8,2.964065222248326
274,cc,sex,0.3,1.0,3.074060999124184
275,cc,sex,0.4,0.01,3.376598817013691
276,cc,sex,0.4,0.1,3.376598817013691
277,cc,sex,0.4,0.2,3.376598817013691
278,cc,sex,0.4,0.3,3.376598817013691
279,cc,sex,0.4,0.4,2.936928944254905
280,cc,sex,0.4,0.5,2.7965987942096917
281,cc,sex,0.4,0.6,2.8826805401864775
282,cc,sex,0.4,0.7,2.698129109720679
283,cc,sex,0.4,0.8,2.679476350673614
284,cc,sex,0.4,0.8,2.679476350673614
285,cc,sex,0.4,1.0,2.6494600314380863
286,cc,sex,0.5,0.01,3.376598817013691
287,cc,sex,0.5,0.1,3.376598817013691
288,cc,sex,0.5,0.2,3.376598817013691
289,cc,sex,0.5,0.3,3.376598817013691
290,cc,sex,0.5,0.4,2.849690863130407
291,cc,sex,0.5,0.5,2.702701282424985
292,cc,sex,0.5,0.6,2.6102150593324844
293,cc,sex,0.5,0.7,2.4183658455115995
294,cc,sex,0.5,0.8,2.596915849533834
295,cc,sex,0.5,0.8,2.596915849533834
296,cc,sex,0.5,1.0,2.3862289785526904
297,cc,sex,0.6,0.01,3.376598817013691
298,cc,sex,0.6,0.1,3.376598817013691
299,cc,sex,0.6,0.2,3.376598817013691
300,cc,sex,0.6,0.3,3.376598817013691
301,cc,sex,0.6,0.4,2.793339985016188
302,cc,sex,0.6,0.5,2.5804811246051114
303,cc,sex,0.6,0.6,2.5441051963496335
304,cc,sex,0.6,0.7,2.3777090320495846
305,cc,sex,0.6,0.8,1.9812976733756733
306,cc,sex,0.6,0.8,1.9812976733756733
307,cc,sex,0.6,1.0,1.9132754192051185
308,cc,sex,0.7,0.01,3.376598817013691
309,cc,sex,0.7,0.1,3.376598817013691
310,cc,sex,0.7,0.2,3.376598817013691
311,cc,sex,0.7,0.3,3.376598817013691
312,cc,sex,0.7,0.4,2.8626421538103752
313,cc,sex,0.7,0.5,2.559646978194117
314,cc,sex,0.7,0.6,2.453327706485921
315,cc,sex,0.7,0.7,2.122662071743857
316,cc,sex,0.7,0.8,1.9011347007239785
317,cc,sex,0.7,0.8,1.9011347007239785
318,cc,sex,0.7,1.0,1.668197620950664
319,cc,sex,0.8,0.01,3.376598817013691
320,cc,sex,0.8,0.1,3.376598817013691
321,cc,sex,0.8,0.2,3.376598817013691
322,cc,sex,0.8,0.3,3.376598817013691
323,cc,sex,0.8,0.4,2.849690863130407
324,cc,sex,0.8,0.5,2.6205391266749847
325,cc,sex,0.8,0.6,2.438437214196815
326,cc,sex,0.8,0.7,1.9016501870176687
327,cc,sex,0.8,0.8,1.7018131822506775
328,cc,sex,0.8,0.8,1.7018131822506775
329,cc,sex,0.8,1.0,1.4426085847823356
330,cc,sex,0.8,0.01,3.376598817013691
331,cc,sex,0.8,0.1,3.376598817013691
332,cc,sex,0.8,0.2,3.376598817013691
333,cc,sex,0.8,0.3,3.376598817013691
334,cc,sex,0.8,0.4,2.849690863130407
335,cc,sex,0.8,0.5,2.6205391266749847
336,cc,sex,0.8,0.6,2.438437214196815
337,cc,sex,0.8,0.7,1.9016501870176687
338,cc,sex,0.8,0.8,1.7018131822506775
339,cc,sex,0.8,0.8,1.7018131822506775
340,cc,sex,0.8,1.0,1.4426085847823356
341,cc,sex,1.0,0.01,3.376598817013691
342,cc,sex,1.0,0.1,3.376598817013691
343,cc,sex,1.0,0.2,3.376598817013691
344,cc,sex,1.0,0.3,3.376598817013691
345,cc,sex,1.0,0.4,2.7078507391752313
346,cc,sex,1.0,0.5,2.370016922278726
347,cc,sex,1.0,0.6,2.200804775439833
348,cc,sex,1.0,0.7,2.025662092951708
349,cc,sex,1.0,0.8,1.3953862048472752
350,cc,sex,1.0,0.8,1.3953862048472752
351,cc,sex,1.0,1.0,1.0653473255725596
352,cc,sex,1.1,0.01,3.376598817013691
353,cc,sex,1.1,0.1,3.376598817013691
354,cc,sex,1.1,0.2,3.376598817013691
355,cc,sex,1.1,0.3,3.376598817013691
356,cc,sex,1.1,0.4,2.7035871590617253
357,cc,sex,1.1,0.5,2.3394040031718273
358,cc,sex,1.1,0.6,2.1809642595071423
359,cc,sex,1.1,0.7,1.6768610109864748
360,cc,sex,1.1,0.8,1.5608651187680187
361,cc,sex,1.1,0.8,1.5608651187680187
362,cc,sex,1.1,1.0,0.6381088461528361
363,cc,sex,1.2,0.01,3.376598817013691
364,cc,sex,1.2,0.1,3.376598817013691
365,cc,sex,1.2,0.2,3.376598817013691
366,cc,sex,1.2,0.3,3.376598817013691
367,cc,sex,1.2,0.4,2.6963068259538483
368,cc,sex,1.2,0.5,2.3582390969847675
369,cc,sex,1.2,0.6,2.168078203723721
370,cc,sex,1.2,0.7,1.7626596964537231
371,cc,sex,1.2,0.8,1.4277627290505133
372,cc,sex,1.2,0.8,1.4277627290505133
373,cc,sex,1.2,1.0,0.28026118076905604
374,cc,sex,1.3,0.01,3.376598817013691
375,cc,sex,1.3,0.1,3.376598817013691
376,cc,sex,1.3,0.2,3.376598817013691
377,cc,sex,1.3,0.3,3.376598817013691
378,cc,sex,1.3,0.4,2.7078507391752313
379,cc,sex,1.3,0.5,2.4127709420875703
380,cc,sex,1.3,0.6,2.112998205306617
381,cc,sex,1.3,0.7,1.6479758205950523
382,cc,sex,1.3,0.8,1.1136512932886315
383,cc,sex,1.3,0.8,1.1136512932886315
384,cc,sex,1.3,1.0,0.46503420876162416
385,cc,sex,1.4,0.01,3.376598817013691
386,cc,sex,1.4,0.1,3.376598817013691
387,cc,sex,1.4,0.2,3.376598817013691
388,cc,sex,1.4,0.3,3.376598817013691
389,cc,sex,1.4,0.4,2.735563347860146
390,cc,sex,1.4,0.5,2.3564623390100197
391,cc,sex,1.4,0.6,2.140849986895592
392,cc,sex,1.4,0.7,1.7029752667961244
393,cc,sex,1.4,0.8,1.1904535214535859
394,cc,sex,1.4,0.8,1.1904535214535859
395,cc,sex,1.4,1.0,0.20921011845065474
396,cc,sex,1.5,0.01,3.376598817013691
397,cc,sex,1.5,0.1,3.376598817013691
398,cc,sex,1.5,0.2,3.376598817013691
399,cc,sex,1.5,0.3,3.376598817013691
400,cc,sex,1.5,0.4,2.6963068259538483
401,cc,sex,1.5,0.5,2.3632861443447597
402,cc,sex,1.5,0.6,2.076775938126458
403,cc,sex,1.5,0.7,1.51402008465332
404,cc,sex,1.5,0.8,1.3911908242322035
405,cc,sex,1.5,0.8,1.3911908242322035
406,cc,sex,1.5,1.0,0.04594690665999224
407,cc,sex,1.6,0.01,3.376598817013691
408,cc,sex,1.6,0.1,3.376598817013691
409,cc,sex,1.6,0.2,3.376598817013691
410,cc,sex,1.6,0.3,3.376598817013691
411,cc,sex,1.6,0.4,2.735563347860146
412,cc,sex,1.6,0.5,2.3279450427051334
413,cc,sex,1.6,0.6,2.072884517818104
414,cc,sex,1.6,0.7,1.5782578271902483
415,cc,sex,1.6,0.8,1.0303080489688021
416,cc,sex,1.6,0.8,1.0303080489688021
417,cc,sex,1.6,1.0,0.03235637022590554
418,cc,sex,1.7,0.01,3.376598817013691
419,cc,sex,1.7,0.1,3.376598817013691
420,cc,sex,1.7,0.2,3.376598817013691
421,cc,sex,1.7,0.3,3.376598817013691
422,cc,sex,1.7,0.4,2.6932839126029813
423,cc,sex,1.7,0.5,2.313145857239209
424,cc,sex,1.7,0.6,2.068069150672776
425,cc,sex,1.7,0.7,1.6454367563387529
426,cc,sex,1.7,0.8,1.116376558067726
427,cc,sex,1.7,0.8,1.116376558067726
428,cc,sex,1.7,1.0,0.34611213950500996
429,cc,sex,1.8,0.01,3.376598817013691
430,cc,sex,1.8,0.1,3.376598817013691
431,cc,sex,1.8,0.2,3.376598817013691
432,cc,sex,1.8,0.3,3.376598817013691
433,cc,sex,1.8,0.4,2.699740279375673
434,cc,sex,1.8,0.5,2.308047657263098
435,cc,sex,1.8,0.6,2.180757049168796
436,cc,sex,1.8,0.7,1.6064430896044308
437,cc,sex,1.8,0.8,1.0554697426636221
438,cc,sex,1.8,0.8,1.0554697426636221
439,cc,sex,1.8,1.0,0.040550849697118974
440,cc,sex,1.9,0.01,3.376598817013691
441,cc,sex,1.9,0.1,3.376598817013691
442,cc,sex,1.9,0.2,3.376598817013691
443,cc,sex,1.9,0.3,3.376598817013691
444,cc,sex,1.9,0.4,2.717643145243036
445,cc,sex,1.9,0.5,2.3523219639201827
446,cc,sex,1.9,0.6,2.037440291577135
447,cc,sex,1.9,0.7,1.510612690259409
448,cc,sex,1.9,0.8,0.976125011733957
449,cc,sex,1.9,0.8,0.976125011733957
450,cc,sex,1.9,1.0,0.164798531128449
451,cc,sex,2.0,0.01,3.376598817013691
452,cc,sex,2.0,0.1,3.376598817013691
453,cc,sex,2.0,0.2,3.376598817013691
454,cc,sex,2.0,0.3,3.376598817013691
455,cc,sex,2.0,0.4,2.6866550677870364
456,cc,sex,2.0,0.5,2.3647734652819254
457,cc,sex,2.0,0.6,2.1018010773102898
458,cc,sex,2.0,0.7,1.5208795002815092
459,cc,sex,2.0,0.8,1.1136175324577362
460,cc,sex,2.0,0.8,1.1136175324577362
461,cc,sex,2.0,1.0,0.21259249974247307
462,cc,alien,0.0,0.01,2.657857576698153
463,cc,alien,0.0,0.1,2.657857576698153
464,cc,alien,0.0,0.2,2.657857576698153
465,cc,alien,0.0,0.3,2.657857576698153
466,cc,alien,0.0,0.4,2.657857576698153
467,cc,alien,0.0,0.5,2.657857576698153
468,cc,alien,0.0,0.6,2.657857576698153
469,cc,alien,0.0,0.7,2.657857576698153
470,cc,alien,0.0,0.8,2.657857576698153
471,cc,alien,0.0,0.8,2.657857576698153
472,cc,alien,0.0,1.0,2.657857576698153
473,cc,alien,0.1,0.01,2.657857576698153
474,cc,alien,0.1,0.1,2.657857576698153
475,cc,alien,0.1,0.2,2.657857576698153
476,cc,alien,0.1,0.3,2.657857576698153
477,cc,alien,0.1,0.4,2.657857576698153
478,cc,alien,0.1,0.5,2.657857576698153
479,cc,alien,0.1,0.6,2.657857576698153
480,cc,alien,0.1,0.7,2.657857576698153
481,cc,alien,0.1,0.8,2.657857576698153
482,cc,alien,0.1,0.8,2.657857576698153
483,cc,alien,0.1,1.0,2.657857576698153
484,cc,alien,0.2,0.01,2.657857576698153
485,cc,alien,0.2,0.1,2.657857576698153
486,cc,alien,0.2,0.2,2.657857576698153
487,cc,alien,0.2,0.3,2.657857576698153
488,cc,alien,0.2,0.4,2.657857576698153
489,cc,alien,0.2,0.5,2.657857576698153
490,cc,alien,0.2,0.6,2.657857576698153
491,cc,alien,0.2,0.7,2.657857576698153
492,cc,alien,0.2,0.8,2.657857576698153
493,cc,alien,0.2,0.8,2.657857576698153
494,cc,alien,0.2,1.0,2.657857576698153
495,cc,alien,0.3,0.01,2.657857576698153
496,cc,alien,0.3,0.1,2.657857576698153
497,cc,alien,0.3,0.2,2.657857576698153
498,cc,alien,0.3,0.3,2.657857576698153
499,cc,alien,0.3,0.4,2.657857576698153
500,cc,alien,0.3,0.5,2.657857576698153
501,cc,alien,0.3,0.6,2.657857576698153
502,cc,alien,0.3,0.7,2.657857576698153
503,cc,alien,0.3,0.8,2.601856044849984
504,cc,alien,0.3,0.8,2.601856044849984
505,cc,alien,0.3,1.0,2.657857576698153
506,cc,alien,0.4,0.01,2.657857576698153
507,cc,alien,0.4,0.1,2.657857576698153
508,cc,alien,0.4,0.2,2.657857576698153
509,cc,alien,0.4,0.3,2.657857576698153
510,cc,alien,0.4,0.4,2.657857576698153
511,cc,alien,0.4,0.5,2.545955524819549
512,cc,alien,0.4,0.6,2.4901570473752765
513,cc,alien,0.4,0.7,2.4901570473752765
514,cc,alien,0.4,0.8,2.601856044849984
515,cc,alien,0.4,0.8,2.601856044849984
516,cc,alien,0.4,1.0,2.545955524819549
517,cc,alien,0.5,0.01,2.657857576698153
518,cc,alien,0.5,0.1,2.657857576698153
519,cc,alien,0.5,0.2,2.657857576698153
520,cc,alien,0.5,0.3,2.657857576698153
521,cc,alien,0.5,0.4,2.601856044849984
522,cc,alien,0.5,0.5,2.448324606138103
523,cc,alien,0.5,0.6,2.337247442666694
524,cc,alien,0.5,0.7,2.1909262517764407
525,cc,alien,0.5,0.8,2.268004936867321
526,cc,alien,0.5,0.8,2.268004936867321
527,cc,alien,0.5,1.0,2.080532151839517
528,cc,alien,0.6,0.01,2.657857576698153
529,cc,alien,0.6,0.1,2.657857576698153
530,cc,alien,0.6,0.2,2.657857576698153
531,cc,alien,0.6,0.3,2.657857576698153
532,cc,alien,0.6,0.4,2.5598184664179784
533,cc,alien,0.6,0.5,2.229809312379323
534,cc,alien,0.6,0.6,2.103647352051443
535,cc,alien,0.6,0.7,1.9891925541194753
536,cc,alien,0.6,0.8,1.6256648443881268
537,cc,alien,0.6,0.8,1.6256648443881268
538,cc,alien,0.6,1.0,1.569005407053336
539,cc,alien,0.7,0.01,2.657857576698153
540,cc,alien,0.7,0.1,2.657857576698153
541,cc,alien,0.7,0.2,2.657857576698153
542,cc,alien,0.7,0.3,2.657857576698153
543,cc,alien,0.7,0.4,2.4899134327368313
544,cc,alien,0.7,0.5,1.9970027573367375
545,cc,alien,0.7,0.6,1.6410460921672654
546,cc,alien,0.7,0.7,1.5428632077347109
547,cc,alien,0.7,0.8,1.4613371961398554
548,cc,alien,0.7,0.8,1.4613371961398554
549,cc,alien,0.7,1.0,1.2083274868104985
550,cc,alien,0.8,0.01,2.657857576698153
551,cc,alien,0.8,0.1,2.657857576698153
552,cc,alien,0.8,0.2,2.657857576698153
553,cc,alien,0.8,0.3,2.657857576698153
554,cc,alien,0.8,0.4,2.3790882098868105
555,cc,alien,0.8,0.5,2.0913702335466624
556,cc,alien,0.8,0.6,1.6215410415696647
557,cc,alien,0.8,0.7,1.458493928656272
558,cc,alien,0.8,0.8,0.8729807250267356
559,cc,alien,0.8,0.8,0.8729807250267356
560,cc,alien,0.8,1.0,0.8816949258733946
561,cc,alien,0.8,0.01,2.657857576698153
562,cc,alien,0.8,0.1,2.657857576698153
563,cc,alien,0.8,0.2,2.657857576698153
564,cc,alien,0.8,0.3,2.657857576698153
565,cc,alien,0.8,0.4,2.3790882098868105
566,cc,alien,0.8,0.5,2.0913702335466624
