idx,model_name,parameter_value,predicted_value
130,luminous-supreme-control_int100query,15,70
131,luminous-supreme-control_int100query,15,75
132,luminous-supreme-control_int100query,15,75
133,luminous-supreme-control_int100query,15,73
134,luminous-supreme-control_int100query,15,73
135,luminous-supreme-control_int100query,15,75
136,luminous-supreme-control_int100query,15,70
137,luminous-supreme-control_int100query,15,60
138,luminous-supreme-control_int100query,15,73
139,luminous-supreme-control_int100query,15,73
140,luminous-supreme-control_int100query,15,75
141,luminous-supreme-control_int100query,15,73
142,luminous-supreme-control_int100query,15,60
143,luminous-supreme-control_int100query,15,73
144,luminous-supreme-control_int100query,15,70
145,luminous-supreme-control_int100query,15,73
146,luminous-supreme-control_int100query,15,60
147,luminous-supreme-control_int100query,15,70
148,luminous-supreme-control_int100query,15,70
149,luminous-supreme-control_int100query,15,70
150,luminous-supreme-control_int100query,15,70
151,luminous-supreme-control_int100query,15,45
152,luminous-supreme-control_int100query,15,50
153,luminous-supreme-control_int100query,20,70
154,luminous-supreme-control_int100query,20,50
155,luminous-supreme-control_int100query,20,50
156,luminous-supreme-control_int100query,20,70
157,luminous-supreme-control_int100query,20,73
158,luminous-supreme-control_int100query,20,73
159,luminous-supreme-control_int100query,20,70
160,luminous-supreme-control_int100query,20,73
161,luminous-supreme-control_int100query,20,70
162,luminous-supreme-control_int100query,20,75
163,luminous-supreme-control_int100query,20,70
164,luminous-supreme-control_int100query,20,70
165,luminous-supreme-control_int100query,20,60
166,luminous-supreme-control_int100query,20,73
167,luminous-supreme-control_int100query,20,60
168,luminous-supreme-control_int100query,20,70
169,luminous-supreme-control_int100query,20,60
170,luminous-supreme-control_int100query,20,73
171,luminous-supreme-control_int100query,20,75
172,luminous-supreme-control_int100query,20,45
173,luminous-supreme-control_int100query,20,73
174,luminous-supreme-control_int100query,20,75
175,luminous-supreme-control_int100query,20,70
176,luminous-supreme-control_int100query,20,70
177,luminous-supreme-control_int100query,20,70
178,luminous-supreme-control_int100query,20,50
179,luminous-supreme-control_int100query,20,75
180,luminous-supreme-control_int100query,20,60
181,luminous-supreme-control_int100query,20,30
182,luminous-supreme-control_int100query,20,60
183,luminous-supreme-control_int100query,20,75
184,luminous-supreme-control_int100query,20,75
185,luminous-supreme-control_int100query,20,45
186,luminous-supreme-control_int100query,20,73
187,luminous-supreme-control_int100query,20,73
188,luminous-supreme-control_int100query,20,75
189,luminous-supreme-control_int100query,20,70
190,luminous-supreme-control_int100query,20,73
191,luminous-supreme-control_int100query,20,60
192,luminous-supreme-control_int100query,20,45
193,luminous-supreme-control_int100query,20,70
194,luminous-supreme-control_int100query,20,75
195,luminous-supreme-control_int100query,20,73
196,luminous-supreme-control_int100query,20,60
197,luminous-supreme-control_int100query,20,70
198,luminous-supreme-control_int100query,20,70
199,luminous-supreme-control_int100query,20,73
200,luminous-supreme-control_int100query,20,70
201,luminous-supreme-control_int100query,20,45
202,luminous-supreme-control_int100query,20,73
203,luminous-supreme-control_int100query,20,75
204,luminous-supreme-control_int100query,20,45
205,luminous-supreme-control_int100query,25,75
206,luminous-supreme-control_int100query,25,45
207,luminous-supreme-control_int100query,25,60
208,luminous-supreme-control_int100query,25,70
209,luminous-supreme-control_int100query,25,60
210,luminous-supreme-control_int100query,25,45
211,luminous-supreme-control_int100query,25,73
212,luminous-supreme-control_int100query,25,75
213,luminous-supreme-control_int100query,25,60
214,luminous-supreme-control_int100query,25,45
215,luminous-supreme-control_int100query,25,73
216,luminous-supreme-control_int100query,25,73
217,luminous-supreme-control_int100query,25,73
218,luminous-supreme-control_int100query,25,73
219,luminous-supreme-control_int100query,25,70
220,luminous-supreme-control_int100query,25,60
221,luminous-supreme-control_int100query,25,60
222,luminous-supreme-control_int100query,25,73
223,luminous-supreme-control_int100query,25,60
224,luminous-supreme-control_int100query,25,75
225,luminous-supreme-control_int100query,25,75
226,luminous-supreme-control_int100query,25,70
227,luminous-supreme-control_int100query,25,60
228,luminous-supreme-control_int100query,25,60
229,luminous-supreme-control_int100query,25,70
230,luminous-supreme-control_int100query,25,70
231,luminous-supreme-control_int100query,25,73
232,luminous-supreme-control_int100query,25,60
233,luminous-supreme-control_int100query,25,70
234,luminous-supreme-control_int100query,25,73
235,luminous-supreme-control_int100query,25,70
236,luminous-supreme-control_int100query,25,75
237,luminous-supreme-control_int100query,25,45
238,luminous-supreme-control_int100query,25,60
239,luminous-supreme-control_int100query,25,50
240,luminous-supreme-control_int100query,25,75
241,luminous-supreme-control_int100query,25,45
242,luminous-supreme-control_int100query,25,60
243,luminous-supreme-control_int100query,25,45
244,luminous-supreme-control_int100query,25,70
245,luminous-supreme-control_int100query,25,75
246,luminous-supreme-control_int100query,25,73
247,luminous-supreme-control_int100query,25,70
248,luminous-supreme-control_int100query,25,50
249,luminous-supreme-control_int100query,25,45
250,luminous-supreme-control_int100query,25,75
251,luminous-supreme-control_int100query,25,70
252,luminous-supreme-control_int100query,25,70
253,luminous-supreme-control_int100query,25,60
254,luminous-supreme-control_int100query,25,70
255,luminous-supreme-control_int100query,25,70
256,luminous-supreme-control_int100query,25,50
257,luminous-supreme-control_int100query,25,60
258,luminous-supreme-control_int100query,25,60
259,luminous-supreme-control_int100query,25,70
260,luminous-supreme-control_int100query,25,50
261,luminous-supreme-control_int100query,25,60
262,luminous-supreme-control_int100query,25,75
263,luminous-supreme-control_int100query,30,75
264,luminous-supreme-control_int100query,30,66
265,luminous-supreme-control_int100query,30,60
266,luminous-supreme-control_int100query,30,73
267,luminous-supreme-control_int100query,30,70
268,luminous-supreme-control_int100query,30,73
269,luminous-supreme-control_int100query,30,70
270,luminous-supreme-control_int100query,30,60
271,luminous-supreme-control_int100query,30,73
272,luminous-supreme-control_int100query,30,45
273,luminous-supreme-control_int100query,30,45
274,luminous-supreme-control_int100query,30,70
275,luminous-supreme-control_int100query,30,70
276,luminous-supreme-control_int100query,30,70
277,luminous-supreme-control_int100query,30,60
278,luminous-supreme-control_int100query,30,73
279,luminous-supreme-control_int100query,30,73
280,luminous-supreme-control_int100query,30,60
281,luminous-supreme-control_int100query,30,60
282,luminous-supreme-control_int100query,30,60
283,luminous-supreme-control_int100query,30,70
284,luminous-supreme-control_int100query,30,70
285,luminous-supreme-control_int100query,30,73
286,luminous-supreme-control_int100query,30,75
287,luminous-supreme-control_int100query,30,40
288,luminous-supreme-control_int100query,30,45
289,luminous-supreme-control_int100query,30,60
290,luminous-supreme-control_int100query,30,70
291,luminous-supreme-control_int100query,30,60
292,luminous-supreme-control_int100query,30,60
293,luminous-supreme-control_int100query,30,73
294,luminous-supreme-control_int100query,30,60
295,luminous-supreme-control_int100query,30,50
296,luminous-supreme-control_int100query,30,73
297,luminous-supreme-control_int100query,30,60
298,luminous-supreme-control_int100query,30,75
299,luminous-supreme-control_int100query,30,73
300,luminous-supreme-control_int100query,30,73
301,luminous-supreme-control_int100query,30,73
302,luminous-supreme-control_int100query,30,70
303,luminous-supreme-control_int100query,30,75
304,luminous-supreme-control_int100query,30,73
305,luminous-supreme-control_int100query,30,60
306,luminous-supreme-control_int100query,30,70
307,luminous-supreme-control_int100query,30,73
308,luminous-supreme-control_int100query,30,60
309,luminous-supreme-control_int100query,30,60
310,luminous-supreme-control_int100query,30,75
311,luminous-supreme-control_int100query,30,70
312,luminous-supreme-control_int100query,35,70
313,luminous-supreme-control_int100query,35,73
314,luminous-supreme-control_int100query,35,60
315,luminous-supreme-control_int100query,35,45
316,luminous-supreme-control_int100query,35,70
317,luminous-supreme-control_int100query,35,60
318,luminous-supreme-control_int100query,35,45
319,luminous-supreme-control_int100query,35,73
320,luminous-supreme-control_int100query,35,60
321,luminous-supreme-control_int100query,35,75
322,luminous-supreme-control_int100query,35,60
323,luminous-supreme-control_int100query,35,45
324,luminous-supreme-control_int100query,35,70
325,luminous-supreme-control_int100query,35,60
326,luminous-supreme-control_int100query,35,70
327,luminous-supreme-control_int100query,35,55
328,luminous-supreme-control_int100query,35,60
329,luminous-supreme-control_int100query,35,73
330,luminous-supreme-control_int100query,35,73
331,luminous-supreme-control_int100query,35,75
332,luminous-supreme-control_int100query,35,60
333,luminous-supreme-control_int100query,35,70
334,luminous-supreme-control_int100query,35,75
335,luminous-supreme-control_int100query,35,70
336,luminous-supreme-control_int100query,35,70
337,luminous-supreme-control_int100query,35,70
338,luminous-supreme-control_int100query,35,75
339,luminous-supreme-control_int100query,35,45
340,luminous-supreme-control_int100query,35,73
341,luminous-supreme-control_int100query,35,30
342,luminous-supreme-control_int100query,35,70
343,luminous-supreme-control_int100query,35,70
344,luminous-supreme-control_int100query,35,60
345,luminous-supreme-control_int100query,35,75
346,luminous-supreme-control_int100query,35,75
347,luminous-supreme-control_int100query,35,60
348,luminous-supreme-control_int100query,35,75
349,luminous-supreme-control_int100query,35,45
350,luminous-supreme-control_int100query,35,45
351,luminous-supreme-control_int100query,35,73
352,luminous-supreme-control_int100query,35,45
353,luminous-supreme-control_int100query,35,73
354,luminous-supreme-control_int100query,35,73
355,luminous-supreme-control_int100query,35,45
356,luminous-supreme-control_int100query,35,70
357,luminous-supreme-control_int100query,35,60
358,luminous-supreme-control_int100query,35,70
359,luminous-supreme-control_int100query,35,75
360,luminous-supreme-control_int100query,35,75
361,luminous-supreme-control_int100query,35,60
362,luminous-supreme-control_int100query,35,70
363,luminous-supreme-control_int100query,40,70
364,luminous-supreme-control_int100query,40,70
365,luminous-supreme-control_int100query,40,60
366,luminous-supreme-control_int100query,40,70
367,luminous-supreme-control_int100query,40,50
368,luminous-supreme-control_int100query,40,45
369,luminous-supreme-control_int100query,40,45
370,luminous-supreme-control_int100query,40,73
371,luminous-supreme-control_int100query,40,73
372,luminous-supreme-control_int100query,40,73
373,luminous-supreme-control_int100query,40,60
374,luminous-supreme-control_int100query,40,70
375,luminous-supreme-control_int100query,40,75
376,luminous-supreme-control_int100query,40,60
377,luminous-supreme-control_int100query,40,73
378,luminous-supreme-control_int100query,40,70
379,luminous-supreme-control_int100query,40,70
380,luminous-supreme-control_int100query,40,75
381,luminous-supreme-control_int100query,40,60
382,luminous-supreme-control_int100query,40,45
383,luminous-supreme-control_int100query,40,73
384,luminous-supreme-control_int100query,40,70
385,luminous-supreme-control_int100query,40,70
386,luminous-supreme-control_int100query,40,60
387,luminous-supreme-control_int100query,40,73
388,luminous-supreme-control_int100query,40,70
389,luminous-supreme-control_int100query,40,70
390,luminous-supreme-control_int100query,40,66
391,luminous-supreme-control_int100query,40,60
392,luminous-supreme-control_int100query,40,73
393,luminous-supreme-control_int100query,40,73
394,luminous-supreme-control_int100query,40,75
395,luminous-supreme-control_int100query,40,73
396,luminous-supreme-control_int100query,40,60
397,luminous-supreme-control_int100query,40,73
398,luminous-supreme-control_int100query,40,30
399,luminous-supreme-control_int100query,40,70
400,luminous-supreme-control_int100query,40,75
401,luminous-supreme-control_int100query,40,73
402,luminous-supreme-control_int100query,40,73
403,luminous-supreme-control_int100query,40,75
404,luminous-supreme-control_int100query,40,70
405,luminous-supreme-control_int100query,40,75
406,luminous-supreme-control_int100query,40,70
407,luminous-supreme-control_int100query,40,73
408,luminous-supreme-control_int100query,40,73
409,luminous-supreme-control_int100query,40,70
410,luminous-supreme-control_int100query,40,70
411,luminous-supreme-control_int100query,40,70
412,luminous-supreme-control_int100query,40,75
413,luminous-supreme-control_int100query,45,70
414,luminous-supreme-control_int100query,45,60
415,luminous-supreme-control_int100query,45,45
416,luminous-supreme-control_int100query,45,73
417,luminous-supreme-control_int100query,45,73
418,luminous-supreme-control_int100query,45,73
419,luminous-supreme-control_int100query,45,70
420,luminous-supreme-control_int100query,45,60
421,luminous-supreme-control_int100query,45,70
422,luminous-supreme-control_int100query,45,60
423,luminous-supreme-control_int100query,45,73
424,luminous-supreme-control_int100query,45,60
425,luminous-supreme-control_int100query,45,75
426,luminous-supreme-control_int100query,45,70
427,luminous-supreme-control_int100query,45,73
428,luminous-supreme-control_int100query,45,70
429,luminous-supreme-control_int100query,45,70
430,luminous-supreme-control_int100query,45,70
431,luminous-supreme-control_int100query,45,73
432,luminous-supreme-control_int100query,45,70
433,luminous-supreme-control_int100query,45,70
434,luminous-supreme-control_int100query,45,60
435,luminous-supreme-control_int100query,45,75
436,luminous-supreme-control_int100query,45,70
437,luminous-supreme-control_int100query,45,73
438,luminous-supreme-control_int100query,45,73
439,luminous-supreme-control_int100query,45,60
440,luminous-supreme-control_int100query,45,70
441,luminous-supreme-control_int100query,45,70
442,luminous-supreme-control_int100query,45,73
443,luminous-supreme-control_int100query,45,45
444,luminous-supreme-control_int100query,45,70
445,luminous-supreme-control_int100query,45,73
446,luminous-supreme-control_int100query,45,70
447,luminous-supreme-control_int100query,45,73
448,luminous-supreme-control_int100query,45,50
449,luminous-supreme-control_int100query,45,70
450,luminous-supreme-control_int100query,45,70
451,luminous-supreme-control_int100query,45,70
452,luminous-supreme-control_int100query,45,60
453,luminous-supreme-control_int100query,45,70
454,luminous-supreme-control_int100query,45,60
455,luminous-supreme-control_int100query,45,60
456,luminous-supreme-control_int100query,45,73
457,luminous-supreme-control_int100query,45,70
458,luminous-supreme-control_int100query,45,73
459,luminous-supreme-control_int100query,45,60
460,luminous-supreme-control_int100query,45,60
461,luminous-supreme-control_int100query,45,70
462,luminous-supreme-control_int100query,45,45
463,luminous-supreme-control_int100query,45,45
464,luminous-supreme-control_int100query,45,60
465,luminous-supreme-control_int100query,45,60
466,luminous-supreme-control_int100query,45,70
467,luminous-supreme-control_int100query,45,73
468,luminous-supreme-control_int100query,50,70
469,luminous-supreme-control_int100query,50,70
470,luminous-supreme-control_int100query,50,60
471,luminous-supreme-control_int100query,50,70
472,luminous-supreme-control_int100query,50,73
473,luminous-supreme-control_int100query,50,45
474,luminous-supreme-control_int100query,50,70
475,luminous-supreme-control_int100query,50,70
476,luminous-supreme-control_int100query,50,75
477,luminous-supreme-control_int100query,50,73
478,luminous-supreme-control_int100query,50,70
479,luminous-supreme-control_int100query,50,60
480,luminous-supreme-control_int100query,50,73
481,luminous-supreme-control_int100query,50,50
482,luminous-supreme-control_int100query,50,73
483,luminous-supreme-control_int100query,50,70
484,luminous-supreme-control_int100query,50,45
485,luminous-supreme-control_int100query,50,70
486,luminous-supreme-control_int100query,50,75
487,luminous-supreme-control_int100query,50,73
488,luminous-supreme-control_int100query,50,70
489,luminous-supreme-control_int100query,50,70
490,luminous-supreme-control_int100query,50,45
491,luminous-supreme-control_int100query,50,60
492,luminous-supreme-control_int100query,50,73
493,luminous-supreme-control_int100query,50,70
494,luminous-supreme-control_int100query,50,45
495,luminous-supreme-control_int100query,50,45
496,luminous-supreme-control_int100query,50,70
497,luminous-supreme-control_int100query,50,73
498,luminous-supreme-control_int100query,50,70
499,luminous-supreme-control_int100query,50,70
500,luminous-supreme-control_int100query,50,50
501,luminous-supreme-control_int100query,50,70
502,luminous-supreme-control_int100query,50,70
503,luminous-supreme-control_int100query,50,73
504,luminous-supreme-control_int100query,50,45
505,luminous-supreme-control_int100query,50,75
506,luminous-supreme-control_int100query,50,75
507,luminous-supreme-control_int100query,50,70
508,luminous-supreme-control_int100query,50,45
509,luminous-supreme-control_int100query,50,70
510,luminous-supreme-control_int100query,50,75
511,luminous-supreme-control_int100query,50,45
512,luminous-supreme-control_int100query,50,75
513,luminous-supreme-control_int100query,50,70
514,luminous-supreme-control_int100query,50,73
515,luminous-supreme-control_int100query,50,70
516,luminous-supreme-control_int100query,50,75
517,luminous-supreme-control_int100query,50,75
518,luminous-supreme-control_int100query,50,75
519,luminous-supreme-control_int100query,50,60
520,luminous-supreme-control_int100query,50,75
521,luminous-supreme-control_int100query,50,75
