idx,condition_dataset_name,condition_query_name,condition_cond,parameter_value,gpt-3.5-turbo,gpt-4,luminous-supreme-control_int100query
46,cc,sex,annealing,0.4,2.8811256265830947,2.6825904427538863,2.202834355986967
47,cc,sex,annealing,0.5,2.4707559199527296,2.6563409570802965,2.040009406812496
48,cc,sex,annealing,0.6,2.1483963218814153,2.4601540460484594,2.0381125949181165
49,cc,sex,annealing,0.7,1.8866589704098968,2.4068708421432903,1.9712900135752383
50,cc,sex,annealing,0.8,1.307753414343285,2.3611820218760853,2.014707819304508
51,cc,sex,annealing,0.9,1.168898314952496,1.9484421594824874,1.8135850687477355
52,cc,sex,annealing,1.0,0.8556980983739786,1.9151124679222444,1.8522123617962822
53,cc,sex,annealing,1.1,0.735840511382051,1.768137854396209,1.8504747230848884
54,cc,sex,annealing,1.2,0.4278280065090998,1.7020537411225802,1.6470447380194069
55,cc,sex,annealing,1.3,0.2122749641702555,1.6370925576842408,1.4004376561975285
56,cc,sex,annealing,1.4,0.21889089088169822,1.6282686916336162,1.6407241041418232
57,cc,sex,annealing,1.5,0.11950600231689368,1.3290540823082724,1.66292099182344
58,cc,sex,annealing,1.6,0.04646007439040423,1.2521847949499856,1.2377476523823785
59,cc,sex,annealing,1.7,0.04489641683982404,1.328065983983775,1.4389448260173072
60,cc,sex,annealing,1.8,0.07549027418190324,1.3588496179304927,1.3352923914932546
61,cc,sex,annealing,1.9,0.10508025976837976,1.1299503946934149,1.5147891173892587
62,cc,sex,annealing,2.0,0.34163328856524666,1.1692531513522493,1.0933274484589472
63,chain,alien,annealing,0.0,3.2494630472456065,3.2494630472456065,2.8097931744868205
64,chain,alien,annealing,0.1,3.2494630472456065,3.2494630472456065,2.7935768410294552
65,chain,alien,annealing,0.2,3.1934615153974373,3.2494630472456065,2.2901024183123746
66,chain,alien,annealing,0.3,3.0399300766855566,3.2494630472456065,1.973676467876808
67,chain,alien,annealing,0.4,2.8320642553634574,3.2494630472456065,1.883979452611645
68,chain,alien,annealing,0.5,2.112470525255689,3.2494630472456065,1.930021951724221
69,chain,alien,annealing,0.6,1.8394728282496156,3.2494630472456065,1.7612067381559986
70,chain,alien,annealing,0.7,1.1835112901281848,3.2494630472456065,1.8303539612085762
71,chain,alien,annealing,0.8,0.7758752753331906,3.2494630472456065,1.8279519292832405
72,chain,alien,annealing,0.9,0.4104152996659032,3.2494630472456065,1.621119028329573
73,chain,alien,annealing,1.0,0.3085432942672286,3.2494630472456065,1.659204229958967
74,chain,alien,annealing,1.1,0.11224329009738288,3.2494630472456065,1.6740581550461835
75,chain,alien,annealing,1.2,0.024789249027370452,3.2494630472456065,1.5050002406208491
76,chain,alien,annealing,1.3,0.07475576429781494,3.2494630472456065,1.5243956684493358
77,chain,alien,annealing,1.4,0.27656113120132453,3.2494630472456065,1.448927756901427
78,chain,alien,annealing,1.5,0.2961066293116441,3.2494630472456065,1.100531481731284
79,chain,alien,annealing,1.6,0.14644779219624793,3.2494630472456065,1.4119951788646368
80,chain,alien,annealing,1.7,0.4679625708850881,3.1934615153974377,1.1703588796411375
81,chain,alien,annealing,1.8,0.435249223949151,3.1934615153974377,1.0415419778589166
82,chain,alien,annealing,1.9,0.4576607351506303,3.1934615153974377,0.9681864710929258
83,chain,alien,annealing,2.0,0.5362299692146744,3.2494630472456065,0.99901970153639
84,chain,econ,annealing,0.0,3.3128870657609473,3.3128870657609473,1.3022332108218073
85,chain,econ,annealing,0.1,3.3128870657609473,3.214847955480773,3.3128870657609473
86,chain,econ,annealing,0.2,3.256885533912778,3.0341176989496046,3.1106140681067473
87,chain,econ,annealing,0.3,3.2009850138823426,2.802872940317855,3.0696767500684383
88,chain,econ,annealing,0.4,2.707825112625833,2.426242886706164,2.6214616907710027
89,chain,econ,annealing,0.5,2.339628921591003,2.471365479363042,2.66183808032888
90,chain,econ,annealing,0.6,1.89472389721849,2.6483710162262386,2.510307839680058
91,chain,econ,annealing,0.7,1.348729995332129,2.3578431735287366,2.365580219859982
92,chain,econ,annealing,0.8,1.4686108764958423,2.1303844222926296,2.28172098222306
93,chain,econ,annealing,0.9,0.9899381456972454,2.1553242052819472,2.236811272422501
94,chain,econ,annealing,1.0,0.7429558724007674,2.0473389562072777,2.186528183062852
95,chain,econ,annealing,1.1,0.48316089685804275,2.0162251071231534,2.060014228633171
96,chain,econ,annealing,1.2,0.43765977368174624,2.0500517017635964,1.9375919545771259
97,chain,econ,annealing,1.3,0.4350762638602719,1.9486629842375482,1.6349636319679186
98,chain,econ,annealing,1.4,0.16695926650640613,1.8678476204857348,1.6206568389698945
99,chain,econ,annealing,1.5,0.17383394841179234,2.0277529622909753,1.4968529120354515
100,chain,econ,annealing,1.6,0.015433015892499125,1.9364175244526207,1.6005431058232193
101,chain,econ,annealing,1.7,0.07322397445746809,1.7276531147369587,1.5764457806054253
102,chain,econ,annealing,1.8,0.23272697865316383,1.6767886681901403,1.4275351227716377
103,chain,econ,annealing,1.9,0.21899070145244393,1.681984933775018,1.128628619102202
104,chain,econ,annealing,2.0,0.3226062071991378,1.7646518563445979,1.0784682279787554
105,chain,sex,annealing,0.0,3.495048004096862,3.495048004096862,3.495048004096862
106,chain,sex,annealing,0.1,2.9117891720993594,3.495048004096862,3.495048004096862
107,chain,sex,annealing,0.2,2.747413458360274,3.495048004096862,2.8976555989203945
108,chain,sex,annealing,0.3,2.7426302516148025,3.3412104163724154,2.4545866260623583
109,chain,sex,annealing,0.4,2.5859084602917135,3.0727416594236603,2.1417422041636254
110,chain,sex,annealing,0.5,2.154398314738523,3.1026638721589737,1.9619041602846699
111,chain,sex,annealing,0.6,1.7909776231366896,2.7319516593818314,1.9598314751238617
112,chain,sex,annealing,0.7,1.4252390670462551,2.786883321059316,2.001718939845822
113,chain,sex,annealing,0.8,1.415363612406745,2.304504088432205,1.8965355934187553
114,chain,sex,annealing,0.9,0.7986999722008941,2.4893784654417628,1.9306354361194826
115,chain,sex,annealing,1.0,0.9436240887043033,2.2910467942713115,1.8038152560608578
116,chain,sex,annealing,1.1,0.7393106003111658,2.2227728342154895,1.9350864547083468
117,chain,sex,annealing,1.2,0.6644898610147973,2.3711046698658085,1.7246519232290007
118,chain,sex,annealing,1.3,0.40587398314218337,1.8673458447091462,1.7358233034926442
119,chain,sex,annealing,1.4,0.28429446545423476,1.979760937975733,1.5206055176717117
120,chain,sex,annealing,1.5,0.07923763000663486,1.7865461601478696,1.3018964337897971
121,chain,sex,annealing,1.6,0.16477948662445652,1.7632664494165764,1.3992447810915305
122,chain,sex,annealing,1.7,0.07692622630363122,1.604390305014084,1.2683158691438559
123,chain,sex,annealing,1.8,0.014717230046131125,1.6087773399183454,1.3376945962202917
124,chain,sex,annealing,1.9,0.0022469052169578063,1.2972570036890851,1.2196948362424163
125,chain,sex,annealing,2.0,0.1058241452787918,1.5700333358773289,1.16734619390268
126,control,alien,annealing,0.0,3.045586903226184,2.352439731930981,3.045586903226184
127,control,alien,annealing,0.1,3.045586903226184,2.779202444784509,2.357448098725748
128,control,alien,annealing,0.2,3.045586903226184,2.8393948567782266,2.2819316598772166
129,control,alien,annealing,0.3,2.989585371378015,2.8117952489998927,2.258596748732987
130,control,alien,annealing,0.4,2.8917493155017375,2.402929445415063,1.8899850754595588
131,control,alien,annealing,0.5,2.744072192149184,2.6583745341355893,1.6344728089958138
132,control,alien,annealing,0.6,2.204003184146656,2.2929570943150575,1.654759041190126
133,control,alien,annealing,0.7,1.847414882868724,2.352541259703457,1.389975208791353
134,control,alien,annealing,0.8,1.3185168546119865,2.399091672888927,1.3608360659392869
135,control,alien,annealing,0.9,0.8165493646386248,2.363070469066497,1.2697401804159518
136,control,alien,annealing,1.0,0.3691764863068534,2.475539740719423,1.1777338200518004
137,control,alien,annealing,1.1,0.09764073257033834,2.5456338072732585,0.9295779563874285
138,control,alien,annealing,1.2,0.18953361411179603,2.0846539985293164,0.9008502264140277
139,control,alien,annealing,1.3,0.42556334383592054,1.727515491151065,0.9682788213187989
140,control,alien,annealing,1.4,0.3990310244379205,1.6378001488030949,0.8186766083944996
141,control,alien,annealing,1.5,0.2789441670864963,1.7775097270752962,0.6835138768035103
142,control,alien,annealing,1.6,0.3616445364853158,1.5065236800219985,0.4001710453852527
143,control,alien,annealing,1.7,0.5948776418764332,1.2452025979320167,0.5019684510155908
144,control,alien,annealing,1.8,0.4984971238810969,1.1904038974860829,0.6017684960977441
145,control,alien,annealing,1.9,0.6749409478494801,1.147302132539843,0.36691807627318207
146,control,alien,annealing,2.0,0.5611108087407586,1.4322919168978905,0.24226287290193316
147,control,econ,annealing,0.0,3.2635594991974086,3.2635594991974086,1.351560777385346
148,control,econ,annealing,0.1,3.2635594991974086,3.2635594991974086,3.2635594991974086
149,control,econ,annealing,0.2,3.2635594991974086,3.2635594991974086,3.0062408633837636
150,control,econ,annealing,0.3,3.2635594991974086,3.2635594991974086,2.2068263051760413
151,control,econ,annealing,0.4,3.2075579673492394,3.2635594991974086,2.0856961244159264
152,control,econ,annealing,0.5,3.2075579673492394,3.2635594991974086,2.2227196787948063
153,control,econ,annealing,0.6,2.9568123067643794,3.2635594991974086,1.987833366246745
154,control,econ,annealing,0.7,2.3418131932684982,3.2075579673492394,2.021467943594984
155,control,econ,annealing,0.8,2.0670391204713177,3.2635594991974086,1.7682771287602193
156,control,econ,annealing,0.9,1.4728416921090235,3.2635594991974086,1.404112987549461
157,control,econ,annealing,1.0,1.0293548905185022,3.2075579673492394,1.6002289551805327
158,control,econ,annealing,1.1,0.6503600453592409,3.0523244961126337,1.3082993989415919
159,control,econ,annealing,1.2,0.38314430868262317,2.8845087903655053,1.484796122758716
160,control,econ,annealing,1.3,0.3888226158343602,3.150732228983733,1.3332992488827353
161,control,econ,annealing,1.4,0.07133537106221244,2.9918469173614772,1.0428958093814313
162,control,econ,annealing,1.5,0.023396667514036462,2.8813931529922656,1.0610661087307496
163,control,econ,annealing,1.6,0.18073612269740513,2.563422753641157,0.9793793321539934
164,control,econ,annealing,1.7,0.058552860101133586,2.4497616516671497,1.0206539908124075
165,control,econ,annealing,1.8,0.32121065696015627,2.577255304538806,0.9201324617998141
166,control,econ,annealing,1.9,0.4583562564340884,2.378643082302291,1.0703348812078266
167,control,econ,annealing,2.0,0.09822935485940487,2.328362608882409,0.5631221559853978
168,control,sex,annealing,0.0,3.3670935271292866,3.3670935271292866,1.248026749453468
169,control,sex,annealing,0.1,3.3670935271292866,3.3670935271292866,2.673946355834083
170,control,sex,annealing,0.2,3.3670935271292866,3.3670935271292866,2.275849904208183
171,control,sex,annealing,0.3,3.3670935271292866,3.3670935271292866,2.3021002205836476
172,control,sex,annealing,0.4,3.255191475250682,3.3670935271292866,2.291142687497886
173,control,sex,annealing,0.5,2.894531397790479,3.3670935271292866,2.426301359267625
174,control,sex,annealing,0.6,2.4638432997976403,3.3670935271292866,2.3640092389466085
175,control,sex,annealing,0.7,1.9763544536880402,3.3670935271292866,2.0686196888933823
176,control,sex,annealing,0.8,1.5957398805756018,3.3670935271292866,2.05425501946716
177,control,sex,annealing,0.9,0.4747308300176547,3.3670935271292866,2.002193072767974
178,control,sex,annealing,1.0,0.8217228971658068,3.3670935271292866,1.7312500920134009
179,control,sex,annealing,1.1,0.5302299373104891,3.2533242818705546,1.470190430986907
180,control,sex,annealing,1.2,0.18923229854986134,3.1380707325632455,1.6156874239997705
181,control,sex,annealing,1.3,0.02424125017439671,2.9674637036903064,1.4701853223800654
182,control,sex,annealing,1.4,0.10880809604325448,3.0157330916406835,1.5141266596622445
183,control,sex,annealing,1.5,0.07293624055847747,3.1380707325632455,1.0818573565957648
184,control,sex,annealing,1.6,0.09066639555404077,2.630030819715773,1.1161724515145068
185,control,sex,annealing,1.7,0.2417155814637617,2.405784061074009,0.9647067931934057
186,control,sex,annealing,1.8,0.4652327707492381,2.669231223986258,0.8082177973146671
187,control,sex,annealing,1.9,0.20302241760295603,2.3148232298409965,0.665371977360488
188,control,sex,annealing,2.0,0.23097566062579222,2.0383508264799284,0.9660159013708944
189,cc,alien,top_p_var,0.01,2.657857576698153,2.657857576698153,2.657857576698153
190,cc,alien,top_p_var,0.1,2.657857576698153,2.657857576698153,2.657857576698153
191,cc,alien,top_p_var,0.2,2.657857576698153,2.657857576698153,2.1185812428772746
192,cc,alien,top_p_var,0.3,2.657857576698153,2.657857576698153,1.3997209783819635
193,cc,alien,top_p_var,0.4,2.657857576698153,2.657857576698153,1.5317233226734441
194,cc,alien,top_p_var,0.5,2.657857576698153,2.657857576698153,1.2741431418035558
195,cc,alien,top_p_var,0.6,2.657857576698153,2.657857576698153,1.2399069618538776
196,cc,alien,top_p_var,0.7,2.016500356478057,2.657857576698153,1.273018388066692
197,cc,alien,top_p_var,0.8,1.7452746916746884,2.657857576698153,1.2416337012648104
198,cc,alien,top_p_var,0.9,0.82700326888469,2.657857576698153,1.1831562541183944
199,cc,alien,top_p_var,1.0,0.8318627530780156,2.448324606138103,1.1722514269527722
200,cc,econ,top_p_var,0.01,3.1822742802956205,3.1822742802956205,1.432845996287134
201,cc,econ,top_p_var,0.1,3.1822742802956205,3.1822742802956205,1.432845996287134
202,cc,econ,top_p_var,0.2,3.1822742802956205,3.1822742802956205,3.1822742802956205
203,cc,econ,top_p_var,0.3,3.1822742802956205,3.1822742802956205,2.4373833687477986
204,cc,econ,top_p_var,0.4,3.1822742802956205,3.1822742802956205,2.0211543563700234
205,cc,econ,top_p_var,0.5,2.580122606029221,3.1822742802956205,1.7811623972357393
206,cc,econ,top_p_var,0.6,2.5348276500547233,2.903504913484278,1.737180471659186
207,cc,econ,top_p_var,0.7,2.343851909707422,2.7773108015127046,1.6981649322238763
208,cc,econ,top_p_var,0.8,2.046373339022672,2.599015448298118,1.5454310063482415
209,cc,econ,top_p_var,0.9,1.8780804168549272,2.281522907815432,1.438797853438346
210,cc,econ,top_p_var,1.0,1.4643650684542497,2.373160930941942,1.6577520600031377
211,cc,sex,top_p_var,0.01,3.376598817013691,3.376598817013691,2.9369289442549054
212,cc,sex,top_p_var,0.1,3.376598817013691,3.376598817013691,2.9369289442549054
213,cc,sex,top_p_var,0.2,3.376598817013691,3.376598817013691,2.2278670027233693
214,cc,sex,top_p_var,0.3,2.699740279375673,3.376598817013691,2.0539881977289562
215,cc,sex,top_p_var,0.4,2.6866550677870364,3.376598817013691,2.058272537716463
216,cc,sex,top_p_var,0.5,2.3459427457705377,3.122959874783155,2.0864731439628925
217,cc,sex,top_p_var,0.6,2.059809716474728,2.7574981610893805,1.9130814897225277
218,cc,sex,top_p_var,0.7,1.9412288411724916,2.6594992047713304,1.8949195422011094
219,cc,sex,top_p_var,0.8,1.720706436518859,2.4786710599468744,1.92039151703063
220,cc,sex,top_p_var,0.9,1.424327660304696,2.3410291221036603,1.818866465190261
221,cc,sex,top_p_var,1.0,1.099912819845433,2.1601143712371895,1.9353723898675572
222,chain,alien,top_p_var,0.01,3.2494630472456065,3.2494630472456065,2.8097931744868205
223,chain,alien,top_p_var,0.1,3.2494630472456065,3.2494630472456065,2.5581169574900575
224,chain,alien,top_p_var,0.2,3.2494630472456065,3.2494630472456065,2.1616017491258783
225,chain,alien,top_p_var,0.3,2.6764061381398276,3.2494630472456065,1.9401611069169171
226,chain,alien,top_p_var,0.4,2.3940268004703227,3.2494630472456065,2.056272477727455
227,chain,alien,top_p_var,0.5,1.9569317211402995,3.2494630472456065,1.8350202663186692
228,chain,alien,top_p_var,0.6,1.7124661306229532,3.2494630472456065,1.89430980003311
229,chain,alien,top_p_var,0.7,1.1026815848846523,3.2494630472456065,1.6466879859793468
230,chain,alien,top_p_var,0.8,0.9625105416063566,3.2494630472456065,1.7496840783379173
231,chain,alien,top_p_var,0.9,0.6933365828724991,3.2494630472456065,1.5516807361179896
232,chain,alien,top_p_var,1.0,0.4807718922276356,3.2494630472456065,1.8532191821947415
233,chain,econ,top_p_var,0.01,3.3128870657609473,3.3128870657609473,1.3022332108218073
234,chain,econ,top_p_var,0.1,3.3128870657609473,3.3128870657609473,1.3022332108218073
235,chain,econ,top_p_var,0.2,3.3128870657609473,3.3128870657609473,3.3128870657609473
236,chain,econ,top_p_var,0.3,3.3128870657609473,3.3128870657609473,2.918693669430169
237,chain,econ,top_p_var,0.4,2.6269572746989702,2.9878040978146276,2.3963210560411046
238,chain,econ,top_p_var,0.5,2.6269572746989702,2.926717670242373,2.3789373920728156
239,chain,econ,top_p_var,0.6,2.6295721613502376,2.750551929056911,2.188890331678153
240,chain,econ,top_p_var,0.7,2.3155433352253487,2.5140546713862126,2.2855880490367575
241,chain,econ,top_p_var,0.8,2.0481277724622626,2.414959308694131,1.9673335600387662
242,chain,econ,top_p_var,0.9,1.5232316469375637,2.2504265629871414,2.02071641074183
243,chain,econ,top_p_var,1.0,1.6275073344005628,1.9870175315163683,2.1543482927798614
244,chain,sex,top_p_var,0.01,3.495048004096862,3.495048004096862,3.495048004096862
245,chain,sex,top_p_var,0.1,3.495048004096862,3.495048004096862,3.495048004096862
246,chain,sex,top_p_var,0.2,3.495048004096862,3.495048004096862,2.4234743997376684
247,chain,sex,top_p_var,0.3,3.495048004096862,3.495048004096862,2.1128110267773
248,chain,sex,top_p_var,0.4,2.8681785551058923,3.495048004096862,1.930092559565427
249,chain,sex,top_p_var,0.5,2.8759473481725517,3.1925101862073557,1.9573792418151503
250,chain,sex,top_p_var,0.6,2.5041334588507125,3.148532672848205,1.960911285919306
251,chain,sex,top_p_var,0.7,2.4213130168631265,2.943968083808226,1.9317237795477185
252,chain,sex,top_p_var,0.8,2.2785720078011096,2.678914185134115,1.8390555159105286
253,chain,sex,top_p_var,0.9,1.979057360247144,2.5400041118646515,1.6723012525790606
254,chain,sex,top_p_var,1.0,1.6417388909316817,2.3097605104937067,1.81644295469307
255,control,alien,top_p_var,0.01,3.045586903226184,3.045586903226184,3.045586903226184
256,control,alien,top_p_var,0.1,3.045586903226184,2.354170834855977,2.3622719988154746
257,control,alien,top_p_var,0.2,3.045586903226184,2.8218688315331044,1.9527837822306475
258,control,alien,top_p_var,0.3,3.045586903226184,3.045586903226184,2.0118469838177275
259,control,alien,top_p_var,0.4,2.605917030467398,2.4473173229271112,1.5614071824825253
260,control,alien,top_p_var,0.5,2.2745320999758074,2.4547446651600575,1.456292239325666
261,control,alien,top_p_var,0.6,1.6280750487864284,2.7361096217331093,1.3940128230133408
262,control,alien,top_p_var,0.7,1.315295205845542,2.393042138918708,1.128217801738714
263,control,alien,top_p_var,0.8,0.9530508802323765,2.3617662836099393,1.138418728304574
264,control,alien,top_p_var,0.9,0.6135225768754333,2.509627021651804,0.9833103244991843
265,control,alien,top_p_var,1.0,0.20189971598960588,2.473306212441954,1.0218222763042433
266,control,econ,top_p_var,0.01,3.2635594991974086,3.2635594991974086,1.351560777385346
267,control,econ,top_p_var,0.1,3.2635594991974086,3.2635594991974086,1.351560777385346
268,control,econ,top_p_var,0.2,3.2635594991974086,3.2635594991974086,3.2635594991974086
269,control,econ,top_p_var,0.3,3.2635594991974086,3.2635594991974086,2.6325543150168476
270,control,econ,top_p_var,0.4,3.2635594991974086,3.2635594991974086,2.207783067999163
271,control,econ,top_p_var,0.5,3.2635594991974086,3.2635594991974086,1.88798810923673
272,control,econ,top_p_var,0.6,2.77483828090556,3.2635594991974086,1.909622432079007
273,control,econ,top_p_var,0.7,1.9840357721388555,3.2635594991974086,1.687027000738282
274,control,econ,top_p_var,0.8,1.9599761505529643,3.2635594991974086,1.6046039239845988
275,control,econ,top_p_var,0.9,1.4826224445916167,3.2635594991974086,1.7287526298429856
276,control,econ,top_p_var,1.0,1.3030389332194179,3.2635594991974086,1.5778693642311505
277,control,sex,top_p_var,0.01,3.3670935271292866,3.3670935271292866,1.248026749453468
278,control,sex,top_p_var,0.1,3.3670935271292866,3.3670935271292866,1.248026749453468
279,control,sex,top_p_var,0.2,3.3670935271292866,3.3670935271292866,2.2877871058103914
280,control,sex,top_p_var,0.3,3.3670935271292866,3.3670935271292866,2.4380094923170277
281,control,sex,top_p_var,0.4,3.0645557092397797,3.3670935271292866,2.439336186124169
282,control,sex,top_p_var,0.5,2.6996243111896514,3.3670935271292866,1.9978860349708747
283,control,sex,top_p_var,0.6,1.9564208122431699,3.3670935271292866,2.0248162910554175
284,control,sex,top_p_var,0.7,1.639799718859522,3.3670935271292866,1.949938994475784
285,control,sex,top_p_var,0.8,1.2244788225771437,3.3670935271292866,1.7414988252693182
286,control,sex,top_p_var,0.9,1.0594840077913865,3.3670935271292866,2.238591721333266
287,control,sex,top_p_var,1.0,1.1076243392797078,3.3106283553627702,1.8114328914925617
