idx,condition_dataset_name,condition_query_name,condition_cond,parameter_value,gpt-3.5-turbo,gpt-4,luminous-supreme-control_int100query
61,cc,sex,annealing,1.9,10.554529401775794,8.01325651499255,10.181573330864323
62,cc,sex,annealing,2.0,11.287639730140556,9.951254018233568,11.763713614636906
63,chain,alien,annealing,0.0,1.992430078981598,2.580216737360406,19.314879336542084
64,chain,alien,annealing,0.1,1.992430078981598,2.580216737360406,19.094206664133047
65,chain,alien,annealing,0.2,2.1467627526688897,2.580216737360406,15.013334706810786
66,chain,alien,annealing,0.3,2.435871970520706,2.580216737360406,10.230552773732386
67,chain,alien,annealing,0.4,2.880981011297764,2.580216737360406,9.998298061401458
68,chain,alien,annealing,0.5,4.571061826138754,2.580216737360406,10.020569591956352
69,chain,alien,annealing,0.6,5.980737773416363,2.580216737360406,7.6023912078437235
70,chain,alien,annealing,0.7,7.936799908957758,2.580216737360406,6.464201181468224
71,chain,alien,annealing,0.8,8.816912029214485,2.580216737360406,4.022734342756385
72,chain,alien,annealing,0.9,9.855507272041814,2.580216737360406,5.283339012047183
73,chain,alien,annealing,1.0,10.138344263549902,2.580216737360406,5.037872153981178
74,chain,alien,annealing,1.1,9.469026237496434,2.580216737360406,3.7414025073475696
75,chain,alien,annealing,1.2,9.635200916825982,2.580216737360406,5.645347459397994
76,chain,alien,annealing,1.3,10.014133966339424,2.580216737360406,5.00890426638758
77,chain,alien,annealing,1.4,9.519985652131961,2.580216737360406,5.295956248278669
78,chain,alien,annealing,1.5,12.509869760631359,2.580216737360406,6.055064299726549
79,chain,alien,annealing,1.6,9.237539882131712,2.580216737360406,6.153038827904823
80,chain,alien,annealing,1.7,12.119235857717,2.540309584421225,6.911549447467703
81,chain,alien,annealing,1.8,11.870143026782616,2.540309584421225,6.089882412545598
82,chain,alien,annealing,1.9,10.741014954429312,2.540309584421225,7.01521266700401
83,chain,alien,annealing,2.0,10.980210622134253,2.580216737360406,8.362326870771462
84,chain,econ,annealing,0.0,3.496507459629942,2.803360287720783,11.913265287928205
85,chain,econ,annealing,0.1,3.496507459629942,2.6972118753713494,2.803360287720783
86,chain,econ,annealing,0.2,3.4405059277817727,2.4921537126324034,2.6366332988824372
87,chain,econ,annealing,0.3,3.3776739360322456,2.2313485664080788,2.5981306389822008
88,chain,econ,annealing,0.4,3.2617591148397325,1.9066367954656174,2.2524045030955633
89,chain,econ,annealing,0.5,3.4228136149488297,1.9679779922775136,2.3026323757147993
90,chain,econ,annealing,0.6,3.165092720224833,2.1265447747002715,2.1494503742656463
91,chain,econ,annealing,0.7,3.5862788446179263,1.9457426491580663,2.069450738561384
92,chain,econ,annealing,0.8,3.543824662275526,1.8840169419976596,2.227179118417523
93,chain,econ,annealing,0.9,5.788273853184573,1.7205947649332927,1.9589325861751894
94,chain,econ,annealing,1.0,6.715928991022215,1.9967860676747098,2.3574539999491333
95,chain,econ,annealing,1.1,6.105436991837194,1.606865892961529,2.3014787755435093
96,chain,econ,annealing,1.2,6.746413367161172,1.7671923622009589,2.219079698283221
97,chain,econ,annealing,1.3,7.981382959142649,1.671658403033207,3.6076898426858013
98,chain,econ,annealing,1.4,8.732499781179884,1.9329096007658042,2.715451043993458
99,chain,econ,annealing,1.5,8.866531007984298,1.791193774449059,3.731211893953746
100,chain,econ,annealing,1.6,7.213617942131842,1.9090147117556635,3.982782165689446
101,chain,econ,annealing,1.7,8.44267284149993,1.9930418747482375,2.9527039389674195
102,chain,econ,annealing,1.8,8.626025877982991,2.2952937355445004,2.6511959030966055
103,chain,econ,annealing,1.9,9.821620135422643,2.0995276070320936,4.757688577495189
104,chain,econ,annealing,2.0,10.212535361809575,1.6089146683159457,3.528761354376224
105,chain,sex,annealing,0.0,3.091042349181254,3.0910423491812544,3.091042349181254
106,chain,sex,annealing,0.1,2.804408830940227,3.0910423491812544,3.091042349181254
107,chain,sex,annealing,0.2,2.7498943445183537,3.0910423491812544,4.764114109840212
108,chain,sex,annealing,0.3,2.7560972605046032,2.9372047614568086,4.688572498245885
109,chain,sex,annealing,0.4,2.79872355195592,2.668736004508053,4.666342914898942
110,chain,sex,annealing,0.5,2.4534033979387027,2.6986582172433664,5.611439840083304
111,chain,sex,annealing,0.6,2.323466987662108,2.3320006554953543,3.5933628402803315
112,chain,sex,annealing,0.7,3.6518082416001674,2.382877666143709,6.16812055479528
113,chain,sex,annealing,0.8,2.7053554681320326,1.9427439341256874,5.938730286969376
114,chain,sex,annealing,0.9,4.227767955141707,2.135046519931895,6.76959442004495
115,chain,sex,annealing,1.0,4.327693975570095,1.9321634606382567,4.691146324396057
116,chain,sex,annealing,1.1,4.4197804590115295,1.8910942274306735,5.09565384677663
117,chain,sex,annealing,1.2,4.691602092278827,2.0237742109242145,3.86911126250535
118,chain,sex,annealing,1.3,5.056003754073868,1.9555036421128544,5.903668721962788
119,chain,sex,annealing,1.4,6.606010640988843,2.0571661723905117,4.107554384802882
120,chain,sex,annealing,1.5,5.617228388320506,2.072007226476252,6.471891036320755
121,chain,sex,annealing,1.6,6.846355592958258,2.081081524784952,5.444852195971335
122,chain,sex,annealing,1.7,7.287049619140152,1.3824009457060673,7.173530363242541
123,chain,sex,annealing,1.8,6.69940334398821,1.6525430021921421,6.826798567250267
124,chain,sex,annealing,1.9,7.1718481938472936,2.551959966297315,5.649047965650127
125,chain,sex,annealing,2.0,6.4374950272741565,2.189527379584045,5.558343891782072
126,control,alien,annealing,0.0,1.7047480153393584,1.2810990914921387,23.02585063824825
127,control,alien,annealing,0.1,1.7047480153393584,1.4787882940148807,11.977804031400165
128,control,alien,annealing,0.2,1.7047480153393584,2.0091842272138947,12.67716548363321
129,control,alien,annealing,0.3,1.6735955496775938,1.9762655750780351,11.986247468773492
130,control,alien,annealing,0.4,1.6144715034424038,1.4164992117064068,11.618044074813882
131,control,alien,annealing,0.5,1.7297035386917488,1.7862282505061255,11.286139518722711
132,control,alien,annealing,0.6,1.8466296505771296,1.3048434173621857,10.175241924579597
133,control,alien,annealing,0.7,3.188798087379818,2.1790126453012935,9.651072959809973
134,control,alien,annealing,0.8,3.7791524203872937,2.028045661431832,8.598481049654229
135,control,alien,annealing,0.9,4.592286276805593,1.8464922570055635,9.867260529220426
136,control,alien,annealing,1.0,6.674541996007353,1.273299951520132,8.574419477884488
137,control,alien,annealing,1.1,6.850844986909288,1.7072501074718531,8.09276464350605
138,control,alien,annealing,1.2,8.62528835503746,2.4588976639662348,9.216328481426451
139,control,alien,annealing,1.3,8.64118166118351,3.628715875349708,8.910896513166145
140,control,alien,annealing,1.4,7.334139486472371,2.972115691588893,7.432616274092033
141,control,alien,annealing,1.5,8.659464694716936,4.415728393642464,7.975427571143811
142,control,alien,annealing,1.6,9.444129811868002,3.8522036412227676,7.956105045914912
143,control,alien,annealing,1.7,8.476146333216896,4.723968244993028,8.947338480291888
144,control,alien,annealing,1.8,9.657969569338153,5.711040281329907,8.977141155904594
145,control,alien,annealing,1.9,10.868855361752003,4.1410447755764,9.589403406656025
146,control,alien,annealing,2.0,8.823427563071718,3.606129278627922,7.675251942236289
147,control,econ,annealing,0.0,4.189654630004619,4.189654630004619,11.924702739746063
148,control,econ,annealing,0.1,4.189654630004619,4.189654630004619,23.025850634273063
149,control,econ,annealing,0.2,4.189654630004619,4.189654630004619,21.295106609180866
150,control,econ,annealing,0.3,4.189654630004619,4.189654630004619,13.706583181512773
151,control,econ,annealing,0.4,4.119790154734766,4.189654630004619,12.305738942143982
152,control,econ,annealing,0.5,4.133653098156451,4.189654630004619,14.412195623442889
153,control,econ,annealing,0.6,4.4410618459970514,4.189654630004619,10.659504532945842
154,control,econ,annealing,0.7,4.722229051431414,4.126721626453858,12.595548139586192
155,control,econ,annealing,0.8,4.943226141653872,4.189654630004619,10.18474317177537
156,control,econ,annealing,0.9,6.388051905532943,4.189654630004619,9.836216554106718
157,control,econ,annealing,1.0,5.0293377537467405,4.133653098156451,8.764389741854012
158,control,econ,annealing,1.1,6.468668049454497,3.964416653783294,7.3971502201450114
159,control,econ,annealing,1.2,9.051730779555049,4.159031579984708,9.374278913708531
160,control,econ,annealing,1.3,8.233468699077465,4.260090479326391,8.366908555329802
161,control,econ,annealing,1.4,7.532326062517358,4.299171376398355,9.545107733295662
162,control,econ,annealing,1.5,10.545549167874878,4.562166749886776,7.223761763831116
163,control,econ,annealing,1.6,9.423906507069022,4.197470295746315,8.28739538336721
164,control,econ,annealing,1.7,8.180256755135337,4.833770524513232,8.02205983400082
165,control,econ,annealing,1.8,7.7849052545358255,4.248407655245025,10.044006197631242
166,control,econ,annealing,1.9,9.846497913037934,4.9405585706784105,8.865767387487514
167,control,econ,annealing,2.0,9.558446929796213,5.203762016074197,10.886868837896078
168,control,sex,annealing,0.0,2.24374450069195,2.24374450069195,11.37339670002477
169,control,sex,annealing,0.1,2.24374450069195,2.24374450069195,3.4965074531412257
170,control,sex,annealing,0.2,2.24374450069195,2.24374450069195,2.6685192424479713
171,control,sex,annealing,0.3,2.24374450069195,2.24374450069195,2.864463674244759
172,control,sex,annealing,0.4,2.1597745285565138,2.24374450069195,3.2604746760957903
173,control,sex,annealing,0.5,3.4532099628316213,2.24374450069195,3.079845183779055
174,control,sex,annealing,0.6,2.9983056932013805,2.24374450069195,3.614886137629923
175,control,sex,annealing,0.7,5.34247530006381,2.24374450069195,3.727507544745854
176,control,sex,annealing,0.8,5.311491654725876,2.24374450069195,3.967640884322649
177,control,sex,annealing,0.9,7.235852427828489,2.24374450069195,3.9536321263103895
178,control,sex,annealing,1.0,7.229001432658347,2.24374450069195,4.117415334980893
179,control,sex,annealing,1.1,7.953463703384567,2.5540998702906252,4.426918251411297
180,control,sex,annealing,1.2,9.847691823916698,2.483340597914722,4.930441312594501
181,control,sex,annealing,1.3,8.145075683032536,2.3729163563740867,4.832915474648643
182,control,sex,annealing,1.4,10.08819546658119,2.60404743227391,5.855481137038102
183,control,sex,annealing,1.5,8.16552361044211,2.4833405979147223,5.374914789976205
184,control,sex,annealing,1.6,9.449705002445649,3.325811719810248,4.954333486758023
185,control,sex,annealing,1.7,9.163413272360362,3.2025356171474004,6.380668681358196
186,control,sex,annealing,1.8,10.283126998475298,2.780244353140166,6.336484062386476
187,control,sex,annealing,1.9,9.085073028788964,2.753072725652477,8.032157513055108
188,control,sex,annealing,2.0,13.329228930020943,3.762163262645073,5.3871313960968825
189,cc,alien,top_p_var,0.01,1.1298647743649484,2.5649492841694417,3.0757749019094267
190,cc,alien,top_p_var,0.1,1.1298647743649484,2.5649492841694417,3.0757749019094267
191,cc,alien,top_p_var,0.2,1.1298647743649484,2.5649492841694417,7.125015990446831
192,cc,alien,top_p_var,0.3,1.1298647743649484,2.5649492841694417,6.825869032224037
193,cc,alien,top_p_var,0.4,1.1298647743649484,2.5649492841694417,4.8539959763342795
194,cc,alien,top_p_var,0.5,1.1298647743649484,2.5649492841694417,7.031125992169913
195,cc,alien,top_p_var,0.6,1.1298647743649484,2.5649492841694417,7.691837213126358
196,cc,alien,top_p_var,0.7,1.5662327440287689,2.5649492841694417,7.200596865697233
197,cc,alien,top_p_var,0.8,2.6385641907291713,2.5649492841694417,7.611684309305259
198,cc,alien,top_p_var,0.9,4.619304945051733,2.5649492841694417,6.287521653180112
199,cc,alien,top_p_var,1.0,4.590070488101053,2.57786324000216,7.799597982749914
200,cc,econ,top_p_var,0.01,2.5649492654789214,1.6894805377255888,11.759323239544539
201,cc,econ,top_p_var,0.1,2.5649492654789214,1.6894805377255888,11.759323239544539
202,cc,econ,top_p_var,0.2,2.5649492654789214,1.6894805377255888,2.5649492654789214
203,cc,econ,top_p_var,0.3,2.5649492654789214,1.6894805377255888,4.3270874506668395
204,cc,econ,top_p_var,0.4,2.5649492654789214,1.6894805377255888,4.8632584538495
205,cc,econ,top_p_var,0.5,2.2285219002067125,1.6894805377255888,3.801410630493971
206,cc,econ,top_p_var,0.6,2.238204387472392,1.4807486691345129,4.133751330599052
207,cc,econ,top_p_var,0.7,2.065554461538483,1.4070826808281396,5.335348524451147
208,cc,econ,top_p_var,0.8,1.8008326382143391,1.3425982622214865,3.2459432746200108
209,cc,econ,top_p_var,0.9,1.9078123318898832,1.1863527870205988,4.287043476297654
210,cc,econ,top_p_var,1.0,2.481306862779438,1.171643792330078,3.893220573699778
211,cc,sex,top_p_var,0.01,23.025850628660155,3.4812399822059708,5.828117126418967
212,cc,sex,top_p_var,0.1,23.025850628660155,3.4812399822059708,5.828117126418967
213,cc,sex,top_p_var,0.2,23.025850628660155,3.4812399822059708,7.96477625318202
214,cc,sex,top_p_var,0.3,22.34899209102215,3.4812399822059708,11.947976147323837
215,cc,sex,top_p_var,0.4,22.335906879433516,3.4812399822059708,9.427679707389482
216,cc,sex,top_p_var,0.5,18.672610747519798,4.59572378522723,9.464771760248267
217,cc,sex,top_p_var,0.6,14.282109482468607,8.920968626682463,11.978202110488679
218,cc,sex,top_p_var,0.7,14.8330445869971,9.010306474770363,11.517441264467685
219,cc,sex,top_p_var,0.8,14.605590710640376,6.687680460894537,11.210800282485609
220,cc,sex,top_p_var,0.9,13.334858222777296,6.130763752917165,11.228342392095717
221,cc,sex,top_p_var,1.0,14.008468329750022,7.553413123656771,10.66009987138232
222,chain,alien,top_p_var,0.01,1.992430078981598,2.580216737360406,19.314879336542084
223,chain,alien,top_p_var,0.1,1.992430078981598,2.580216737360406,12.725056612043483
224,chain,alien,top_p_var,0.2,1.992430078981598,2.580216737360406,7.631756592014331
225,chain,alien,top_p_var,0.3,1.5721977010543093,2.580216737360406,4.683699455899714
226,chain,alien,top_p_var,0.4,1.5142215735992448,2.580216737360406,4.514647547071981
227,chain,alien,top_p_var,0.5,3.91277932747746,2.580216737360406,5.615835286195673
228,chain,alien,top_p_var,0.6,3.702485479749499,2.580216737360406,4.77801918147224
229,chain,alien,top_p_var,0.7,7.256494158853656,2.580216737360406,5.183493001233305
230,chain,alien,top_p_var,0.8,6.561453747772507,2.580216737360406,5.254206748280231
231,chain,alien,top_p_var,0.9,8.302908600957169,2.580216737360406,6.102120608705986
232,chain,alien,top_p_var,1.0,6.062726883790081,2.580216737360406,3.8443642979480175
233,chain,econ,top_p_var,0.01,2.803360287720783,2.803360287720783,11.913265287928205
234,chain,econ,top_p_var,0.1,2.803360287720783,2.803360287720783,11.913265287928205
235,chain,econ,top_p_var,0.2,2.803360287720783,2.803360287720783,2.803360287720783
236,chain,econ,top_p_var,0.3,2.803360287720783,2.803360287720783,2.5021500485973314
237,chain,econ,top_p_var,0.4,2.4224152522988365,2.437730809428167,2.1568516177058075
238,chain,econ,top_p_var,0.5,2.4224152522988365,2.409602750117076,2.1366480779012433
239,chain,econ,top_p_var,0.6,2.4180986672310123,2.1396588751510057,2.0203424815218285
240,chain,econ,top_p_var,0.7,2.1166194438892236,2.0187764863864435,2.4374186724077314
241,chain,econ,top_p_var,0.8,3.3850032785126483,1.924256934713118,2.234011798073238
242,chain,econ,top_p_var,0.9,3.5978231556392504,1.7960805378698799,2.4782069178228054
243,chain,econ,top_p_var,1.0,3.036574378326326,1.8608407310582915,1.935618363220828
244,chain,sex,top_p_var,0.01,3.496507452094221,3.0910423491812544,3.091042349181254
245,chain,sex,top_p_var,0.1,3.496507452094221,3.0910423491812544,3.091042349181254
246,chain,sex,top_p_var,0.2,3.496507452094221,3.0910423491812544,6.974570822511422
247,chain,sex,top_p_var,0.3,3.496507452094221,3.0910423491812544,6.449168045757665
248,chain,sex,top_p_var,0.4,2.7398891701711032,3.0910423491812544,4.768302691723381
249,chain,sex,top_p_var,0.5,2.7517126142668915,2.7885045312917485,4.004126591614126
250,chain,sex,top_p_var,0.6,2.3271882615663673,2.744527017932598,4.727037679799157
251,chain,sex,top_p_var,0.7,2.1957120072292247,2.53996242889262,4.042802131296562
252,chain,sex,top_p_var,0.8,2.0691896022837266,2.2749085302185073,4.715296854865896
253,chain,sex,top_p_var,0.9,1.832058200053085,2.135998456949044,5.328753683469158
254,chain,sex,top_p_var,1.0,2.0684560728860615,1.938192063811136,5.96208700588782
255,control,alien,top_p_var,0.01,1.7047480153393584,1.7047480153393584,23.02585063824825
256,control,alien,top_p_var,0.1,1.7047480153393584,1.2986830325023102,11.605904011404526
257,control,alien,top_p_var,0.2,1.7047480153393584,1.9883207623718937,9.779263665091936
258,control,alien,top_p_var,0.3,1.7047480153393584,1.7047480153393584,7.814954304514506
259,control,alien,top_p_var,0.4,1.6626632015630438,1.4914759313945474,10.080103391675527
260,control,alien,top_p_var,0.5,1.8380011635347677,1.2636270258554452,8.352158101259992
261,control,alien,top_p_var,0.6,2.8833349856003725,1.8841280199147181,10.717142616286688
262,control,alien,top_p_var,0.7,4.879520082101214,1.3979745873802383,10.81249010097961
263,control,alien,top_p_var,0.8,4.411570297112338,1.3271754041867307,9.148471013118295
264,control,alien,top_p_var,0.9,4.040883732889396,1.5852854252754975,6.996966243687415
265,control,alien,top_p_var,1.0,6.03752095932804,1.5317239874410293,9.098566236377268
266,control,econ,top_p_var,0.01,4.189654630004619,4.189654630004619,11.924702739746063
267,control,econ,top_p_var,0.1,4.189654630004619,4.189654630004619,11.924702739746063
268,control,econ,top_p_var,0.2,4.189654630004619,4.189654630004619,23.025850634273063
269,control,econ,top_p_var,0.3,4.189654630004619,4.189654630004619,15.678766931520498
270,control,econ,top_p_var,0.4,4.189654630004619,4.189654630004619,11.23474128112656
271,control,econ,top_p_var,0.5,4.189654630004619,4.189654630004619,7.811042145860771
272,control,econ,top_p_var,0.6,3.562303977495938,4.189654630004619,9.718146231741034
273,control,econ,top_p_var,0.7,3.7028806996811046,4.189654630004619,9.396424183409327
274,control,econ,top_p_var,0.8,4.569199362148489,4.189654630004619,7.158966400481625
275,control,econ,top_p_var,0.9,5.562906147648992,4.189654630004619,9.225698441410591
276,control,econ,top_p_var,1.0,4.611957201649742,4.189654630004619,8.027898317161155
277,control,sex,top_p_var,0.01,2.24374450069195,2.24374450069195,11.37339670002477
278,control,sex,top_p_var,0.1,2.24374450069195,2.24374450069195,11.37339670002477
279,control,sex,top_p_var,0.2,2.24374450069195,2.24374450069195,2.8237536970726316
280,control,sex,top_p_var,0.3,2.24374450069195,2.24374450069195,3.147892407760361
281,control,sex,top_p_var,0.4,2.1163385939394463,2.24374450069195,3.163806901898085
282,control,sex,top_p_var,0.5,2.868348907239744,2.24374450069195,4.991869587282886
283,control,sex,top_p_var,0.6,6.1016776523588865,2.24374450069195,4.171510372498831
284,control,sex,top_p_var,0.7,7.973792726869435,2.24374450069195,4.492355522968631
285,control,sex,top_p_var,0.8,6.307358261886593,2.24374450069195,4.29120964898658
286,control,sex,top_p_var,0.9,6.449423289413921,2.24374450069195,3.2638057294051994
287,control,sex,top_p_var,1.0,7.120757586690591,2.3971995928447565,4.53436055172295
