idx,condition_dataset_name,condition_query_name,parameter_value,gpt-3.5-turbo,gpt-4,luminous-supreme-control_int100query
31,annealing,econ,1.0,0.007524752475247526,0.004752475247524757,0.006312478549302936
32,annealing,econ,1.1,0.005346534653465348,0.00435643564356436,0.005679139342505683
33,annealing,econ,1.2,0.004752475247524754,0.0030309153364316043,0.005016895132136168
34,annealing,econ,1.3,0.004554455445544557,0.0016932713679531214,0.004298823456642856
35,annealing,econ,1.4,0.0043564356435643594,0.003629015962820774,0.003131082339003132
36,annealing,econ,1.5,0.005346534653465348,0.0022374196182504864,0.0017459810497178756
37,annealing,econ,1.6,0.003302330233023303,0.0027197413618912933,0.0033431914620033454
38,annealing,econ,1.7,0.0035819908521464413,0.0028667407557082256,0.004364370863315839
39,annealing,econ,1.8,0.004868528089922396,0.003212770256617499,0.0033025675448900838
40,annealing,econ,1.9,0.004742053152683691,0.004175417541754178,0.0012956538620613987
41,annealing,econ,2.0,0.00453795379537954,0.0032095709570957127,0.001984813866001986
42,annealing,sex,0.0,0.0,0.0,0.003168316831683171
43,annealing,sex,0.1,0.005346534653465351,0.0,0.0027722772277227747
44,annealing,sex,0.2,0.0075247524752475314,0.00019801980198019828,0.0023422342234223448
45,annealing,sex,0.3,0.006138613861386144,0.0,0.0019846479029925475
46,annealing,sex,0.4,0.0055445544554455495,0.0023762376237623783,0.0026685525695426702
47,annealing,sex,0.5,0.006138613861386144,0.0023762376237623783,0.003446239360778186
48,annealing,sex,0.6,0.00534653465346535,0.0011881188118811892,0.0027640264026402668
49,annealing,sex,0.7,0.004554455445544557,0.0015521552155215526,0.0031154218987263778
50,annealing,sex,0.8,0.0029702970297029716,0.0015841584158415853,0.0051278961567556396
51,annealing,sex,0.9,0.003564356435643566,0.00508450845084509,0.0016338994789781062
52,annealing,sex,1.0,0.0017821782178217838,0.0015841584158415838,0.002091285935822498
53,annealing,sex,1.1,0.0025742574257425752,0.0033663366336633654,0.002391694865689101
54,annealing,sex,1.2,0.0017821782178217825,0.005072507250725072,0.002763323033563552
55,annealing,sex,1.3,0.0019801980198019807,0.0016001600160015993,0.0017839621800017852
56,annealing,sex,1.4,0.0017821782178217838,0.002186383586812289,0.003627690704293102
57,annealing,sex,1.5,0.0020893109719135185,0.0039603960396039604,0.004844368421709764
58,annealing,sex,1.6,0.0015841584158415843,0.0033697247275747974,0.0037191305337430326
59,annealing,sex,1.7,0.002089310971913517,0.001912691269126913,0.0023444614520160426
60,annealing,sex,1.8,0.0014144271570014143,0.002226336855410067,0.002808175554397545
61,annealing,sex,1.9,0.0009694847035723979,0.0023606879222688674,0.004489215249536566
62,annealing,sex,2.0,0.0018185492018589632,0.003207175556265304,0.0030026532064971216
63,top_p_var,alien,0.01,0.0,0.0,0.003168316831683171
64,top_p_var,alien,0.1,0.0,0.0,0.009306930693069315
65,top_p_var,alien,0.2,0.0,0.0,0.007326732673267333
66,top_p_var,alien,0.3,0.005148514851485153,0.0,0.001152115211521153
67,top_p_var,alien,0.4,0.0065346534653465405,0.0,0.0019607843137254923
68,top_p_var,alien,0.5,0.011287128712871297,0.0,0.002654412691968174
69,top_p_var,alien,0.6,0.010495049504950501,0.0,0.0014742901537605118
70,top_p_var,alien,0.7,0.010495049504950501,0.0,0.002094002503698647
71,top_p_var,alien,0.8,0.00950495049504951,0.0,0.0014985282312014998
72,top_p_var,alien,0.9,0.0059405940594059415,0.0,0.0040289743260040305
73,top_p_var,alien,1.0,0.004950495049504953,0.0007920792079207931,0.001885424463298689
74,top_p_var,econ,0.01,0.0,0.0,0.0
75,top_p_var,econ,0.1,0.0,0.0,0.0
76,top_p_var,econ,0.2,0.0,0.0,0.0
77,top_p_var,econ,0.3,0.0,0.0,0.0024092596440585656
78,top_p_var,econ,0.4,0.00871287128712872,0.001980198019801982,0.002180789507522182
79,top_p_var,econ,0.5,0.002970297029702972,0.001980198019801982,0.0046169275562094395
80,top_p_var,econ,0.6,0.0015841584158415864,0.0033663366336633693,0.004652272456161283
81,top_p_var,econ,0.7,0.003168316831683172,0.002970297029702973,0.006476119310044218
82,top_p_var,econ,0.8,0.0029702970297029734,0.0029702970297029725,0.003110655893175526
83,top_p_var,econ,0.9,0.003960396039603959,0.001386138613861388,0.0041304977955422695
84,top_p_var,econ,1.0,0.0025742574257425735,0.005940594059405946,0.0042166569598136305
85,top_p_var,sex,0.01,0.0,0.0,0.003168316831683171
86,top_p_var,sex,0.1,0.0,0.0,0.003168316831683171
87,top_p_var,sex,0.2,0.0,0.0,0.006012601260126017
88,top_p_var,sex,0.3,0.008118811881188126,0.0,0.005323238206173563
89,top_p_var,sex,0.4,0.002772277227722775,0.0,0.0038874413757165227
90,top_p_var,sex,0.5,0.005148514851485153,0.00039603960396039645,0.0034537186852118527
91,top_p_var,sex,0.6,0.0035643564356435684,0.003960396039603965,0.002377509018959683
92,top_p_var,sex,0.7,0.004158415841584162,0.001980198019801982,0.0023240126210423264
93,top_p_var,sex,0.8,0.003366336633663366,0.0011881188118811883,0.001987469248760862
94,top_p_var,sex,0.9,0.0029702970297029695,0.0021782178217821806,0.0038657960623648597
95,top_p_var,sex,1.0,0.0031683168316831703,0.0019561956195619573,0.0038189296038441695
